trx_id,timestamp,source_id,target_id,amount,channel,payment_type,status,description,ref_number
T051112,2026-01-10 08:20:41,C00730,M0056,,EDC,credit_card,success,C2M payment - F&B,REF02384124
T051113,2025-08-03 00:28:45,C01604,M0247,303006.28,EDC,credit_card,success,C2M payment - Fashion,REF06578762
T051114,2025-07-08 13:56:09,C01371,M0534,2697065.54,transfer,bank_transfer,success,C2M payment - Electronics,REF26710760
T051115,2025-08-14 09:06:39,M0628,M0235,43729638.56,transfer,bank_transfer,success,M2M settlement - Fashion,REF15374237
T051116,2026-03-17 07:56:38,C01343,M0001,146001.16,EDC,debit,success,C2M payment - F&B,REF70906927
T051117,2026-06-16 07:56:54,C01254,M0349,704419.92,EDC,credit_card,success,C2M payment - Fashion,REF68301383
T051118,2025-09-21 16:00:53,C00849,M0221,887874.97,EDC,debit,success,C2M payment - Fashion,REF74705940
T051119,2026-01-15 11:34:47,C01661,M0232,,QRIS,QRIS,success,C2M payment - Fashion,REF36463061
T051120,2026-06-10 02:58:36,M0054,M0020,66970110.49,transfer,bank_transfer,success,M2M settlement - F&B,REF36414594
T051121,2026-02-17 11:37:27,C01142,M0117,83264.01,QRIS,QRIS,success,C2M payment - F&B,REF04796335
T051122,2025-12-20 15:46:40,M0672,M0166,2944473.29,transfer,bank_transfer,success,M2M settlement - F&B,REF79497781
T051123,2025-09-29 01:38:40,C00699,M0527,2668950.29,QRIS,QRIS,success,C2M payment - Electronics,REF07135772
T051124,2025-11-07 03:32:50,C00813,M0031,84529.41,transfer,bank_transfer,success,C2M payment - F&B,REF42166980
T051125,2025-11-23 16:17:09,C00521,M0545,1746786.52,EDC,credit_card,success,C2M payment - Electronics,REF06823198
T051126,2025-07-08 13:54:48,C00299,M0575,1904566.11,QRIS,QRIS,success,C2M payment - Electronics,REF25890520
T051127,2026-03-31 06:24:13,C01003,M0653,2009554.8,EDC,debit,success,C2M payment - Automotive,REF76339274
T051128,2026-04-09 11:22:47,C01418,M0180,28421.37,EDC,debit,success,C2M payment - F&B,REF63681509
T051129,2025-09-08 23:37:55,C00272,M0589,1494289.33,transfer,bank_transfer,success,C2M payment - Electronics,REF51002528
T051130,2025-10-04 14:54:12,C00742,M0545,7471640.1,EDC,credit_card,success,C2M payment - Electronics,REF57627680
T051131,2025-10-18 15:55:36,M0058,M0070,22639257.29,transfer,bank_transfer,success,M2M settlement - F&B,REF84952605
T051132,2026-02-13 07:15:03,C01803,M0669,6364306.44,EDC,debit,success,C2M payment - Automotive,REF63803311
T051133,2025-09-02 13:00:39,C00944,M0488,425665.33,transfer,bank_transfer,success,C2M payment - Grocery,REF41390389
T051134,2025-11-01 06:22:05,C00351,M0080,72798.45,QRIS,QRIS,success,C2M payment - F&B,REF65372020
T051135,2026-01-14 02:00:20,C00302,M0618,479446.73,EDC,debit,success,C2M payment - Automotive,REF75105532
T051136,2025-12-31 04:08:48,C01476,M0257,797312.06,EDC,debit,success,C2M payment - Fashion,REF09260723
T051137,2026-03-10 01:58:29,M0542,M0519,40626299.94,transfer,bank_transfer,success,M2M settlement - Electronics,REF82381357
T051138,2025-10-25 09:46:20,C01866,M0480,190535.57,EDC,debit,success,C2M payment - Grocery,REF77651916
T051139,2025-09-19 08:54:30,C00020,M0274,319142.56,EDC,credit_card,success,C2M payment - Fashion,REF38125468
T051140,2026-02-18 20:17:46,C00122,M0405,194847.56,QRIS,QRIS,success,C2M payment - Grocery,REF21658112
T051141,2026-05-26 20:14:26,C00971,M0014,184296.48,QRIS,QRIS,success,C2M payment - F&B,REF25326385
T051142,2026-03-14 20:50:39,C00994,M0247,1393541.34,transfer,bank_transfer,success,C2M payment - Fashion,REF10647686
T051143,2026-02-20 17:47:43,C01875,M0295,478824.73,QRIS,QRIS,success,C2M payment - Fashion,REF36446390
T051144,2025-09-18 05:06:25,C01732,M0305,1140765.42,QRIS,QRIS,success,C2M payment - Fashion,REF02306726
T051145,2025-11-07 13:03:25,C01653,M0650,1534549.05,EDC,debit,success,C2M payment - Automotive,REF86956298
T051146,2026-03-11 17:06:40,C00542,M0494,1423070.68,QRIS,QRIS,success,C2M payment - Electronics,REF48469139
T051147,2025-12-25 15:21:31,C01705,M0367,93060.22,EDC,debit,success,C2M payment - Grocery,REF08753306
T051148,2026-04-14 00:42:11,C00085,M0413,231836.73,EDC,debit,success,C2M payment - Grocery,REF39871291
T051149,2025-12-04 16:01:14,C00366,M0163,82645.9,QRIS,QRIS,success,C2M payment - F&B,REF40682600
T051150,2025-08-19 11:21:29,M0016,M0081,75000000.0,transfer,bank_transfer,success,M2M settlement - F&B,REF06405641
T051151,2025-07-14 07:02:10,C00362,M0368,640341.49,EDC,debit,success,C2M payment - Grocery,REF96310493
T051152,2026-04-17 06:04:28,C00312,M0438,182184.73,QRIS,QRIS,pending,C2M payment - Grocery,REF34687501
T051153,2026-02-23 18:01:22,M0196,M0186,20004302.8,transfer,bank_transfer,success,M2M settlement - F&B,REF91071896
T051154,2026-03-15 20:45:15,M0051,M0430,44990945.93,transfer,bank_transfer,success,M2M settlement - Grocery,REF91057096
T051155,2025-09-27 22:33:22,M0608,M0359,17710500.31,transfer,bank_transfer,success,M2M settlement - Grocery,REF16622629
T051156,2025-10-29 01:33:05,C00180,M0167,86840.96,QRIS,QRIS,success,C2M payment - F&B,REF81043093
T051157,2026-05-20 17:43:07,C01819,M0056,337823.91,,,pending,C2M payment - F&B,REF45382632
T051158,2025-08-17 01:59:38,C01549,M0018,304734.69,EDC,debit,success,C2M payment - F&B,REF26357529
T051159,2026-04-23 04:07:18,M0691,M0708,2408661.34,transfer,bank_transfer,success,M2M settlement - Grocery,REF56021964
T051160,2025-10-16 03:12:09,C01212,M0091,107663.34,EDC,credit_card,success,C2M payment - F&B,REF26606379
T051161,2026-03-27 17:32:16,C00349,M0450,148590.11,QRIS,QRIS,success,C2M payment - Grocery,REF55283872
T051162,2025-07-25 23:28:06,C00310,M0537,940551.54,EDC,credit_card,success,C2M payment - Electronics,REF86612181
T051163,2025-08-28 20:59:15,C01591,M0248,698984.87,QRIS,QRIS,success,C2M payment - Fashion,REF04023460
T051164,2026-04-27 18:41:41,C01998,M0453,267501.48,EDC,debit,success,C2M payment - Grocery,REF04662040
T051165,2026-06-09 16:23:51,C01242,M0187,57903.79,QRIS,QRIS,success,C2M payment - F&B,REF97883159
T051166,2025-12-25 14:05:50,C00399,M0607,1766260.16,transfer,bank_transfer,success,C2M payment - Automotive,REF09676391
T051167,2025-12-10 19:53:55,M0060,M0187,27042941.64,transfer,bank_transfer,success,M2M settlement - F&B,REF93680837
T051168,2025-10-02 11:27:48,C01273,M0687,3298742.91,transfer,bank_transfer,success,C2M payment - Automotive,REF44375668
T051169,2025-09-30 22:30:48,M0387,M0667,554355.22,transfer,bank_transfer,success,M2M settlement - Automotive,REF32444373
T051170,2026-04-20 13:46:38,C01889,M0161,113769.44,EDC,debit,success,C2M payment - F&B,REF90127932
T051171,2026-01-29 21:01:40,C00333,M0238,795385.98,EDC,debit,success,C2M payment - Fashion,REF35965569
T051172,2025-12-16 01:44:20,M0555,M0393,75000000.0,QRIS,QRIS,success,M2M settlement - Grocery,REF98569578
T051173,2026-04-15 13:07:57,C00677,M0371,380421.75,EDC,credit_card,success,C2M payment - Grocery,REF44645023
T051174,2025-09-22 02:09:54,M0452,M0592,21111427.64,transfer,bank_transfer,success,M2M settlement - Electronics,REF40006017
T051175,2026-01-09 05:39:28,C01514,M0371,212403.09,EDC,debit,success,C2M payment - Grocery,REF42671970
T051176,2026-06-18 15:41:43,C01285,M0534,5530063.44,EDC,debit,success,C2M payment - Electronics,REF41510508
T051177,2025-12-17 04:10:43,C00911,M0635,2655946.75,QRIS,QRIS,success,C2M payment - Automotive,REF44084176
T051178,2026-04-17 17:10:20,C01025,M0376,133450.97,QRIS,QRIS,success,C2M payment - Grocery,REF55763889
T051179,2025-09-02 00:47:21,C01428,M0180,180130.81,QRIS,QRIS,success,C2M payment - F&B,REF97304122
T051180,2026-02-28 14:12:13,C01932,M0367,283051.46,QRIS,QRIS,success,C2M payment - Grocery,REF39573240
T051181,2025-12-10 18:23:19,C00890,M0120,87626.13,QRIS,QRIS,failed,C2M payment - F&B,REF85919986
T051182,2025-11-21 03:11:11,M0482,M0570,10758749.63,transfer,bank_transfer,success,M2M settlement - Electronics,REF69137259
T051183,2026-02-22 11:10:31,M0325,M0328,13102622.36,transfer,bank_transfer,success,M2M settlement - Fashion,REF54246722
T051184,2026-01-11 09:49:45,C00187,M0445,188703.18,QRIS,QRIS,success,C2M payment - Grocery,REF90534280
T051185,2026-01-17 03:49:23,C00774,M0338,1723418.86,EDC,credit_card,success,C2M payment - Fashion,REF15356443
T051186,2026-05-14 22:34:11,C00921,M0555,3025339.36,QRIS,QRIS,success,C2M payment - Electronics,REF62388860
T051187,2026-04-07 18:36:57,C01705,M0040,105634.82,QRIS,QRIS,success,C2M payment - F&B,REF84901507
T051188,2026-06-15 07:18:06,C01969,M0258,139841.47,EDC,debit,success,C2M payment - Fashion,REF06575943
T051189,2026-01-25 00:05:23,C00693,M0414,419974.98,transfer,bank_transfer,success,C2M payment - Grocery,REF33114788
T051190,2026-04-26 12:28:51,C00725,M0221,405134.24,transfer,bank_transfer,success,C2M payment - Fashion,REF83261722
T051191,2025-07-23 14:30:45,M0518,M0525,22186045.65,transfer,bank_transfer,failed,M2M settlement - Electronics,REF21269223
T051192,2025-11-25 16:45:54,C01331,M0557,4906505.5,transfer,bank_transfer,success,C2M payment - Electronics,REF65422568
T051193,2025-11-23 04:37:07,M0374,M0413,13782371.67,transfer,bank_transfer,success,M2M settlement - Grocery,REF61604178
T051194,2025-07-16 14:54:28,C01763,M0550,998252.46,transfer,bank_transfer,success,C2M payment - Electronics,REF12570980
T051195,2025-08-15 21:51:25,C00820,M0695,2639585.34,transfer,bank_transfer,success,C2M payment - Automotive,REF48654542
T051196,2026-05-04 04:36:29,M0123,M0208,826691.06,transfer,bank_transfer,success,M2M settlement - F&B,REF48315891
T051197,2026-03-17 06:38:11,C01611,M0659,1235840.31,transfer,bank_transfer,success,C2M payment - Automotive,REF74500709
T051198,2025-12-05 12:30:32,C01088,M0520,1481408.99,EDC,debit,success,C2M payment - Electronics,REF84100287
T051199,2026-05-17 13:44:45,C01989,M0285,769692.09,QRIS,QRIS,success,C2M payment - Fashion,REF10991897
T051200,2026-03-14 09:14:18,C00709,M0393,675939.77,EDC,credit_card,success,C2M payment - Grocery,REF37673623
T051201,2026-03-15 17:48:38,C01262,M0123,141373.72,QRIS,QRIS,success,C2M payment - F&B,REF59689178
T051202,2026-05-04 16:26:01,C01005,M0418,74450.75,QRIS,QRIS,success,C2M payment - Grocery,REF19114841
T051203,2025-08-09 22:27:40,M0287,M0289,8362951.48,transfer,bank_transfer,success,M2M settlement - Fashion,REF26059960
T051204,2025-10-25 23:17:03,C01629,M0196,172943.62,QRIS,QRIS,success,C2M payment - F&B,REF59279036
T051205,2026-01-05 23:18:03,C01699,M0255,867842.35,QRIS,QRIS,success,C2M payment - Fashion,REF18092544
T051206,2026-06-08 14:15:57,C01284,M0412,360219.57,EDC,debit,success,C2M payment - Grocery,REF52136279
T051207,2026-05-18 08:22:04,C01483,M0457,341811.93,QRIS,QRIS,success,C2M payment - Grocery,REF93635994
T051208,2026-06-29 18:24:35,C01647,M0241,312490.52,EDC,credit_card,success,C2M payment - Fashion,REF14669257
T051209,2025-12-17 18:30:15,C00628,M0584,2213291.78,EDC,debit,success,C2M payment - Electronics,REF74537405
T051210,2025-11-21 06:52:40,C00040,M0304,690855.42,transfer,bank_transfer,success,C2M payment - Fashion,REF94285900
T051211,2025-10-05 00:47:34,C01001,M0692,1030918.95,QRIS,QRIS,success,C2M payment - Automotive,REF89577958
T051212,2025-08-31 07:37:20,C00381,M0607,5115283.36,EDC,debit,success,C2M payment - Automotive,REF27834965
T051213,2025-11-22 18:16:52,C01163,M0058,53808.26,QRIS,QRIS,success,C2M payment - F&B,REF47532940
T051214,2026-04-15 21:52:28,C00254,M0598,1908338.16,transfer,bank_transfer,pending,C2M payment - Automotive,REF09876736
T051215,2025-11-21 00:25:56,M0668,M0572,28935492.4,transfer,bank_transfer,success,M2M settlement - Electronics,REF13046564
T051216,2026-06-14 23:48:09,M0096,M0583,7966848.96,EDC,credit_card,pending,M2M settlement - Electronics,REF31460795
T051217,2026-02-28 02:04:52,C01447,M0170,231625.94,EDC,debit,success,C2M payment - F&B,REF96668952
T051218,2026-04-16 12:12:34,C00889,M0591,1329729.81,transfer,bank_transfer,success,C2M payment - Electronics,REF18328431
T051219,2026-06-08 18:53:25,C01351,M0361,45177.36,QRIS,QRIS,success,C2M payment - Grocery,REF82599189
T051220,2026-01-09 04:49:14,C00540,M0289,325686.27,QRIS,QRIS,pending,C2M payment - Fashion,REF61328888
T051221,2025-10-16 08:54:50,C00134,M0492,1747930.72,transfer,bank_transfer,success,C2M payment - Electronics,REF50602708
T051222,2025-12-11 15:02:26,M0297,M0159,14609889.02,transfer,bank_transfer,success,M2M settlement - F&B,REF48866944
T051223,2025-07-27 06:32:30,C00242,M0524,2029110.14,EDC,debit,success,C2M payment - Electronics,REF00875503
T051224,2026-03-15 16:15:50,C00065,M0340,1592155.11,QRIS,QRIS,success,C2M payment - Fashion,REF47875021
T051225,2025-12-04 05:03:06,C01873,M0248,577370.19,QRIS,QRIS,success,C2M payment - Fashion,REF76146653
T051226,2025-07-23 13:42:24,M0289,M0215,6321573.54,transfer,bank_transfer,success,M2M settlement - Fashion,REF33558606
T051227,2026-02-10 00:53:39,C01131,M0302,886150.11,QRIS,QRIS,success,C2M payment - Fashion,REF13143603
T051228,2026-02-13 01:59:56,M0145,M0406,75000000.0,transfer,bank_transfer,success,M2M settlement - Grocery,REF84314314
T051229,2025-08-21 19:29:46,C00770,M0011,183404.03,QRIS,QRIS,success,C2M payment - F&B,REF73711432
T051230,2026-05-12 11:56:59,C00046,M0232,47778.86,QRIS,QRIS,success,C2M payment - Fashion,REF41088772
T051231,2025-11-01 01:51:29,C01248,M0327,1533530.3,QRIS,QRIS,success,C2M payment - Fashion,REF50412819
T051232,2025-10-31 03:15:22,M0529,M0091,9054209.69,transfer,bank_transfer,success,M2M settlement - F&B,REF34888854
T051233,2026-06-01 23:04:59,C01086,M0027,314901.67,transfer,bank_transfer,failed,C2M payment - F&B,REF01008327
T051234,2026-06-01 18:07:35,M0528,M0656,5714514.15,transfer,bank_transfer,success,M2M settlement - Automotive,REF04745442
T051235,2026-06-21 16:55:38,C01963,M0539,1444732.28,EDC,debit,success,C2M payment - Electronics,REF04300528
T051236,2025-10-05 14:46:56,C01714,M0566,1188105.29,EDC,credit_card,success,C2M payment - Electronics,REF70760842
T051237,2025-07-31 02:01:15,C00234,M0484,321162.82,EDC,credit_card,success,C2M payment - Grocery,REF82364788
T051238,2025-11-08 17:36:48,C00930,M0690,2587405.95,EDC,debit,success,C2M payment - Automotive,REF63275240
T051239,2026-03-11 14:17:55,C00566,M0580,1579093.06,EDC,credit_card,success,C2M payment - Electronics,REF97440843
T051240,2026-05-08 12:25:59,M0576,M0049,49507629.94,transfer,bank_transfer,success,M2M settlement - F&B,REF04015208
T051241,2026-03-05 22:42:42,C01040,M0036,33702.61,QRIS,QRIS,success,C2M payment - F&B,REF07064862
T051242,2026-06-10 21:58:26,M0283,M0540,50406033.59,transfer,bank_transfer,success,M2M settlement - Electronics,REF50250107
T051243,2025-12-14 07:06:57,M0656,M0644,50408744.84,transfer,bank_transfer,success,M2M settlement - Automotive,REF45307168
T051244,2025-11-29 20:04:41,M0525,M0173,75000000.0,EDC,debit,success,M2M settlement - F&B,REF82371840
T051245,2025-08-13 20:31:44,C00548,M0552,4497820.02,,,success,C2M payment - Electronics,REF26479113
T051246,2026-04-15 14:26:15,C01854,M0473,116170.26,QRIS,QRIS,success,C2M payment - Grocery,REF84739976
T051247,2026-05-23 02:23:26,C01763,M0017,106241.51,EDC,credit_card,success,C2M payment - F&B,REF13982991
T051248,2026-06-23 07:01:40,C01476,M0479,97930.34,QRIS,QRIS,success,C2M payment - Grocery,REF08946872
T051249,2026-06-23 19:26:46,M0009,M0016,50909987.62,transfer,bank_transfer,success,M2M settlement - F&B,REF66941161
T051250,2026-06-14 12:57:29,M0045,M0357,8472548.57,transfer,bank_transfer,success,M2M settlement - Grocery,REF42864082
T051251,2026-03-15 06:22:02,C01158,M0162,136325.5,EDC,debit,success,C2M payment - F&B,REF21387422
T051252,2025-12-11 11:10:47,C01906,M0188,61850.34,QRIS,QRIS,success,C2M payment - F&B,REF53694186
T051253,2026-05-07 02:44:54,C01119,M0041,383919.98,QRIS,QRIS,pending,C2M payment - F&B,REF14271946
T051254,2025-10-24 01:38:01,M0573,M0498,11115547.4,transfer,bank_transfer,success,M2M settlement - Electronics,REF04033726
T051255,2025-12-11 19:21:19,C00082,M0376,291343.67,transfer,bank_transfer,success,C2M payment - Grocery,REF47186260
T051256,2025-07-01 18:42:20,C01373,M0628,1041219.08,EDC,debit,pending,C2M payment - Automotive,REF73989004
T051257,2026-03-20 04:49:01,M0573,M0176,23887126.52,transfer,bank_transfer,success,M2M settlement - F&B,REF80201026
T051258,2026-01-03 04:08:36,C00375,M0531,2185018.36,EDC,credit_card,success,C2M payment - Electronics,REF99288646
T051259,2025-10-07 04:22:16,M0451,M0227,18240113.87,transfer,bank_transfer,success,M2M settlement - Fashion,REF88926279
T051260,2025-11-05 08:23:47,C00090,M0419,101993.57,QRIS,QRIS,success,C2M payment - Grocery,REF68792583
T051261,2025-08-21 19:42:23,M0016,M0185,39495760.25,EDC,debit,success,M2M settlement - F&B,REF85442308
T051262,2025-08-05 22:38:22,C00128,M0309,289948.21,QRIS,QRIS,success,C2M payment - Fashion,REF08063646
T051263,2025-11-22 07:30:47,C01564,M0188,35471.94,EDC,credit_card,success,C2M payment - F&B,REF50510378
T051264,2026-04-17 18:12:32,M0699,M0336,21503974.47,transfer,bank_transfer,success,M2M settlement - Fashion,REF59598747
T051265,2026-03-28 05:33:42,C00580,M0117,174408.95,EDC,debit,success,C2M payment - F&B,REF21939718
T051266,2026-02-23 21:08:46,C01640,M0044,20525.35,QRIS,QRIS,success,C2M payment - F&B,REF46561655
T051267,2026-01-31 18:59:02,C01603,M0598,6278742.17,QRIS,QRIS,success,C2M payment - Automotive,REF66806511
T051268,2025-08-22 23:35:55,C01215,M0496,1951877.8,transfer,bank_transfer,success,C2M payment - Electronics,REF16475065
T051269,2025-09-13 18:05:38,C01701,M0409,180123.63,QRIS,QRIS,success,C2M payment - Grocery,REF70026781
T051270,2025-07-01 23:00:01,M0633,M0685,75000000.0,QRIS,QRIS,success,M2M settlement - Automotive,REF60459288
T051271,2025-08-31 13:16:50,C01366,M0660,2136342.32,EDC,credit_card,success,C2M payment - Automotive,REF43440437
T051272,2026-02-04 02:42:20,C01733,M0650,1952083.93,EDC,debit,success,C2M payment - Automotive,REF05186260
T051273,2026-04-02 05:26:38,C01644,M0540,973359.63,EDC,credit_card,success,C2M payment - Electronics,REF56400373
T051274,2025-08-01 07:40:24,C01462,M0272,964875.36,QRIS,QRIS,success,C2M payment - Fashion,REF42125137
T051275,2026-02-15 11:56:52,C01558,M0675,2735105.94,EDC,debit,success,C2M payment - Automotive,REF94273308
T051276,2025-07-03 02:36:09,C00618,M0062,67101.11,QRIS,QRIS,success,C2M payment - F&B,REF80610738
T051277,2025-11-04 08:27:44,M0605,M0242,14031084.1,QRIS,QRIS,success,M2M settlement - Fashion,REF39982585
T051278,2025-09-08 19:47:17,M0157,M0145,13012381.28,transfer,bank_transfer,success,M2M settlement - F&B,REF86870148
T051279,2025-08-07 17:01:52,C00740,M0383,251051.75,EDC,debit,success,C2M payment - Grocery,REF74964694
T051280,2026-01-16 08:27:58,C00422,M0702,289638.97,EDC,debit,success,C2M payment - Fashion,REF76830040
T051281,2025-07-29 20:36:29,C00648,M0161,57981.94,QRIS,QRIS,success,C2M payment - F&B,REF81332535
T051282,2026-03-05 18:35:18,C01411,M0638,3246324.45,QRIS,QRIS,success,C2M payment - Automotive,REF25965664
T051283,2025-07-30 03:00:25,C00901,M0544,588075.6,QRIS,QRIS,success,C2M payment - Electronics,REF21708878
T051284,2026-03-17 08:48:22,M0287,M0581,10943921.67,transfer,bank_transfer,success,M2M settlement - Electronics,REF62193454
T051285,2026-05-25 10:41:24,M0413,M0494,5502589.37,transfer,bank_transfer,success,M2M settlement - Electronics,REF14848813
T051286,2025-11-07 08:37:32,C01700,M0153,38990.94,EDC,debit,success,C2M payment - F&B,REF33890529
T051287,2026-04-11 16:39:39,C00225,M0215,863762.19,QRIS,QRIS,success,C2M payment - Fashion,REF41311124
T051288,2025-12-06 13:35:06,M0641,M0629,3847949.9,transfer,bank_transfer,success,M2M settlement - Automotive,REF06451806
T051289,2025-08-26 07:08:59,C01339,M0679,1445266.76,EDC,debit,success,C2M payment - Automotive,REF83349382
T051290,2025-08-18 18:40:25,C00645,M0569,2509560.07,QRIS,QRIS,success,C2M payment - Electronics,REF04108765
T051291,2025-07-27 04:44:07,C01452,M0029,136110.09,QRIS,QRIS,success,C2M payment - F&B,REF04226530
T051292,2025-07-07 00:27:40,C00888,M0676,1154639.96,EDC,debit,success,C2M payment - Automotive,REF83214588
T051293,2026-02-11 00:30:28,C01760,M0073,53571.45,QRIS,QRIS,success,C2M payment - F&B,REF23365397
T051294,2025-12-25 08:27:21,M0009,M0066,13121217.8,transfer,bank_transfer,success,M2M settlement - F&B,REF24092665
T051295,2025-11-16 06:06:08,C01748,M0424,142813.23,EDC,credit_card,success,C2M payment - Grocery,REF03963102
T051296,2025-07-07 05:53:58,C01308,M0443,150409.64,QRIS,QRIS,success,C2M payment - Grocery,REF67656208
T051297,2025-08-15 15:43:36,C00347,M0707,52419.11,QRIS,QRIS,pending,C2M payment - F&B,REF50323282
T051298,2025-12-18 07:54:45,C01989,M0285,514490.33,QRIS,QRIS,success,C2M payment - Fashion,REF48094656
T051299,2026-05-13 00:10:59,C00974,M0582,1886831.08,QRIS,QRIS,success,C2M payment - Electronics,REF20010671
T051300,2025-10-31 08:34:12,C01571,M0293,634924.77,QRIS,QRIS,success,C2M payment - Fashion,REF42782543
T051301,2026-01-08 23:52:34,C01670,M0245,1320557.2,QRIS,QRIS,failed,C2M payment - Fashion,REF16891123
T051302,2026-06-06 08:16:40,M0607,M0142,75000000.0,transfer,bank_transfer,success,M2M settlement - F&B,REF02159610
T051303,2025-12-05 19:31:24,M0680,M0703,60206467.87,transfer,bank_transfer,success,M2M settlement - Automotive,REF87629549
T051304,2025-10-17 23:16:31,C00193,M0450,92527.2,QRIS,QRIS,success,C2M payment - Grocery,REF72233026
T051305,2026-05-02 17:09:38,C00575,M0476,636170.26,transfer,bank_transfer,success,C2M payment - Grocery,REF03145497
T051306,2025-12-08 19:06:45,C00739,M0127,190904.28,EDC,debit,success,C2M payment - F&B,REF86863241
T051307,2026-05-22 03:04:48,M0347,M0318,11694451.55,transfer,bank_transfer,success,M2M settlement - Fashion,REF57138174
T051308,2025-07-15 04:36:27,C00988,M0253,247816.51,QRIS,QRIS,success,C2M payment - Fashion,REF56935461
T051309,2026-01-27 12:14:47,C01679,M0187,118162.08,QRIS,QRIS,success,C2M payment - F&B,REF13484686
T051310,2025-08-29 06:25:30,C00905,M0388,257613.55,QRIS,QRIS,success,C2M payment - Grocery,REF86783245
T051311,2025-07-12 06:20:43,C00068,M0030,101575.68,EDC,credit_card,success,C2M payment - F&B,REF58464170
T051312,2025-07-31 16:58:04,C00710,M0443,100492.6,QRIS,QRIS,success,C2M payment - Grocery,REF58464170
T051313,2026-05-02 01:38:55,C00585,M0270,324767.68,EDC,credit_card,success,C2M payment - Fashion,REF93430281
T051314,2026-05-29 16:30:58,C01139,M0527,832770.72,EDC,credit_card,success,C2M payment - Electronics,REF99472175
T051315,2026-02-05 20:51:45,M0604,M0524,13147835.36,transfer,bank_transfer,success,M2M settlement - Electronics,REF21653307
T051316,2025-10-10 00:46:58,C00557,M0660,1807474.08,transfer,bank_transfer,success,C2M payment - Automotive,REF93885981
T051317,2026-06-30 20:54:51,C00167,M0299,981386.47,QRIS,QRIS,failed,C2M payment - Fashion,REF27812703
T051318,2026-02-25 19:31:00,C01196,M0081,212425.12,EDC,debit,success,C2M payment - F&B,REF08790773
T051319,2026-06-24 16:40:03,C00394,M0514,1726185.01,EDC,debit,success,C2M payment - Electronics,REF55742749
T051320,2025-10-24 01:04:59,C01924,M0293,202216.36,QRIS,QRIS,success,C2M payment - Fashion,REF88619395
T051321,2025-09-20 15:47:02,C00749,M0274,722842.57,QRIS,QRIS,success,C2M payment - Fashion,REF94831340
T051322,2025-10-06 10:51:44,M0688,M0653,35227494.38,transfer,bank_transfer,success,M2M settlement - Automotive,REF67059216
T051323,2026-05-21 20:31:49,C01053,M0272,1036148.42,EDC,debit,success,C2M payment - Fashion,REF69780878
T051324,2026-04-15 03:43:09,C01651,M0493,2173166.83,QRIS,QRIS,success,C2M payment - Electronics,REF54538955
T051325,2026-03-18 16:21:03,C00709,M0111,132972.7,EDC,debit,success,C2M payment - F&B,REF60517634
T051326,2026-03-30 06:46:50,M0385,M0021,4457060.13,EDC,credit_card,success,M2M settlement - F&B,REF79350001
T051327,2025-11-23 22:45:46,M0102,M0041,12446132.46,transfer,bank_transfer,success,M2M settlement - F&B,REF31633692
T051328,2025-11-30 20:41:21,M0469,M0465,24269812.11,transfer,bank_transfer,success,M2M settlement - Grocery,REF61604885
T051329,2025-07-10 12:56:57,C00399,M0047,15487.55,QRIS,QRIS,success,C2M payment - F&B,REF23913488
T051330,2026-06-13 23:42:35,C01954,M0610,4349052.1,transfer,bank_transfer,success,C2M payment - Automotive,REF26403912
T051331,2026-06-21 08:47:59,C01046,M0239,698558.0,transfer,bank_transfer,success,C2M payment - Fashion,REF72786715
T051332,2025-12-02 02:38:10,M0314,M0215,5642338.18,transfer,bank_transfer,success,M2M settlement - Fashion,REF16332393
T051333,2026-03-29 07:59:34,C01160,M0328,1066970.88,QRIS,QRIS,success,C2M payment - Fashion,REF17951578
T051334,2025-12-05 20:46:59,C01779,M0689,2022365.73,EDC,credit_card,success,C2M payment - Automotive,REF57467923
T051335,2026-05-06 00:17:15,C01456,M0473,232701.96,QRIS,QRIS,success,C2M payment - Grocery,REF47674384
T051336,2025-10-26 04:11:30,C01557,M0496,1072442.66,QRIS,QRIS,success,C2M payment - Electronics,REF87072111
T051337,2025-08-23 18:46:51,C00666,M0015,46282.3,QRIS,QRIS,success,C2M payment - F&B,REF19255221
T051338,2025-12-22 22:35:02,C00933,M0555,1125612.41,QRIS,QRIS,success,C2M payment - Electronics,REF94777646
T051339,2025-11-30 15:06:39,C01467,M0443,175173.14,EDC,debit,success,C2M payment - Grocery,REF52283337
T051340,2026-01-23 01:49:15,C01845,M0363,353354.76,EDC,credit_card,success,C2M payment - Grocery,REF06754792
T051341,2025-08-26 18:07:08,C00216,M0128,140296.87,QRIS,QRIS,failed,C2M payment - F&B,REF34704065
T051342,2025-10-15 00:37:22,C01223,M0661,2809161.65,transfer,bank_transfer,success,C2M payment - Automotive,REF48634544
T051343,2026-06-10 14:35:53,C01597,M0241,656508.84,QRIS,QRIS,success,C2M payment - Fashion,REF57386560
T051344,2026-04-16 14:38:46,C00783,M0257,251404.78,QRIS,QRIS,success,C2M payment - Fashion,REF74417851
T051345,2026-05-18 22:30:31,C00148,M0483,178946.73,QRIS,QRIS,success,C2M payment - Grocery,REF53181796
T051346,2026-06-17 20:17:15,C01600,M0583,994858.94,EDC,credit_card,success,C2M payment - Electronics,REF97495426
T051347,2025-11-11 05:48:58,C00174,M0551,4529888.61,EDC,credit_card,success,C2M payment - Electronics,REF94694120
