merchant_id,nama,kategori,sub_kategori,tipe,kota,kecamatan,is_bni_acquiring,produk_bni,tgl_registrasi,status,skala_usaha,avg_omzet_bulanan
M0559,Toko Elektronik Arunika,Electronics,service,retailer,Bogor,Bogor Tengah,Tidak,,,,UKE,707574347.0
M0207,Supplier Horeka Mandala,F&B,bakery,supplier,Tangerang,Cipondoh,Tidak,,,,UMI,41821965.0
M0206,Kafe Berkah Cemerlang,F&B,bakery,retailer,Bandung,Braga,Tidak,,,,UMI,43101310.0
M0200,Grosir Bahan Pangan Nawasena,F&B,warung,supplier,Tangerang,Alam Sutera,Tidak,,,,UKE,256981739.0
M0197,CV Arunika Sajian Internasional,F&B,warung,retailer,Bekasi,Grand Galaxy,Tidak,,,,UME,1545986691.0
M0226,Pusat Tekstil Mbak Rani,Fashion,textile,supplier,Bogor,Dramaga,Tidak,,,,UMI,41689060.0
M0192,PT Kencana Pangan Sejahtera,F&B,cafe,retailer,Tangerang,Karawaci,Tidak,,,,UME,2497272661.0
M0189,CV Sejahtera Boga Internasional,F&B,catering,retailer,Tangerang,Karawaci,Tidak,,,,UMI,23023655.0
M0187,CV Prima Distribusi Mandiri,F&B,warung,supplier,Bandung,Dago,Tidak,,,,UME,2403913844.0
M0186,Mentari Boga Store,F&B,restaurant,retailer,Bogor,Tanah Sareal,Tidak,,,,UKE,332976811.0
M0185,Arunika Horeka Store,F&B,warung,retailer,Tangerang,Karawaci,Tidak,,,,UKE,308321502.0
M0181,Arunika Rasa House,F&B,cafe,retailer,Bekasi,Harapan Indah,Tidak,,,,UMI,39604233.0
M0212,Busana Berseri Bersama,Fashion,textile,retailer,Bogor,Tanah Sareal,Tidak,,,,UMI,29970109.0
M0549,Buana Komputer Store,Electronics,accessories,retailer,Bogor,Cibinong,Tidak,,,,UKE,719846408.0
M0580,PT Buana Komputer Sentosa,Electronics,service,retailer,Bandung,Setiabudhi,Tidak,,,,UBE,9000000000.0
M0576,UD Gemilang Elektronik Persada,Electronics,gadget,retailer,Bandung,Setiabudhi,Tidak,,,,UME,4080318426.0
M0575,Toko Elektronik Sahabat,Electronics,service,retailer,Jakarta,Kuningan,Tidak,,,,UMI,28394703.0
M0574,Buana Inovasi Market,Electronics,accessories,retailer,Tangerang,Alam Sutera,Tidak,,,,UME,2953529821.0
M0569,Servis Elektronik Bu Rina,Electronics,service,retailer,Bekasi,Jababeka,Tidak,,,,UKE,422637246.0
M0173,PT Mitra Boga Retailindo,F&B,cafe,retailer,Tangerang,Cipondoh,Tidak,,,,UBE,5516739014.0
M0171,Warung Pak Rahmat,F&B,catering,retailer,Jakarta,Cempaka Putih,Tidak,,,,UMI,24276426.0
M0170,Mandala Rasa Center,F&B,cafe,retailer,Depok,Cimanggis,Tidak,,,,UBE,5788802825.0
M0168,Cakrawala Kuliner Center,F&B,warung,retailer,Bandung,Braga,Tidak,,,,UKE,193126836.0
M0195,Grosir Bahan Pangan Jelita,F&B,restaurant,supplier,Tangerang,Alam Sutera,Tidak,,,,UKE,278679643.0
M0194,Kedai Tunas Asri,F&B,restaurant,retailer,Tangerang,Gading Serpong,Tidak,,,,UKE,313961385.0
M0160,Rumah Makan Mahardika,F&B,warung,retailer,Depok,Cimanggis,Tidak,,,,UMI,27456211.0
M0158,PT Mahardika Pangan Indonesia,F&B,cafe,retailer,Tangerang,Karawaci,Tidak,,,,UME,2546121380.0
M0156,Dapur Bang Fajar,F&B,warung,retailer,Bogor,Cibinong,Tidak,,,,UMI,58116884.0
M0155,Grosir Bahan Pangan Arunika,F&B,bakery,supplier,Jakarta,Thamrin,Tidak,,,,UKE,285733835.0
M0151,Makmur Sajian Market,F&B,catering,retailer,Jakarta,Tebet,Tidak,,,,UME,2200849561.0
M0150,Distribusi Boga Mitra,F&B,warung,supplier,Depok,Cinere,Tidak,,,,UKE,801036140.0
M0180,Prima Horeka Center,F&B,catering,retailer,Jakarta,Menteng,Tidak,,,,UKE,672623998.0
M0178,PT Gemilang Sajian Sejahtera,F&B,warung,retailer,Bandung,Setiabudhi,Tidak,,,,UME,3541317453.0
M0565,Toko Elektronik Nawasena,Electronics,computer,retailer,Bekasi,Harapan Indah,Tidak,,,,UKE,675901966.0
M0596,CV Sinar Auto Retailindo,Automotive,sparepart,retailer,Bogor,Dramaga,Tidak,,,,UKE,292841697.0
M0145,PT Sejahtera Rasa Niaga Raya,F&B,cafe,retailer,Bandung,Braga,Tidak,,,,UBE,6734337678.0
M0142,PT Nawasena Pangan Sejahtera,F&B,catering,retailer,Depok,Cimanggis,Tidak,,,,UME,1736060788.0
M0141,Selaras Sajian Distribusi,F&B,restaurant,supplier,Bekasi,Harapan Indah,Tidak,,,,UKE,299080234.0
M0140,Anugerah Pangan Market,F&B,restaurant,retailer,Bandung,Cihampelas,Tidak,,,,UKE,365319940.0
M0139,Supplier Horeka Tunas,F&B,cafe,supplier,Tangerang,Karawaci,Tidak,,,,UMI,55456760.0
M0164,PT Mentari Boga Nusantara,F&B,cafe,retailer,Jakarta,Menteng,Tidak,,,,UME,2067441519.0
M0607,PT Selaras Motor Persada,Automotive,bengkel,retailer,Tangerang,Gading Serpong,Tidak,,,,UBE,6409605284.0
M0606,Lentera Otomotif Store,Automotive,accessories,retailer,Bandung,Cihampelas,Tidak,,,,UKE,331352936.0
M0605,Arunika Mobilitas Market,Automotive,sparepart,retailer,Jakarta,Pluit,Tidak,,,,UKE,554312268.0
M0601,PT Cakrawala Garage Persada,Automotive,dealer,retailer,Jakarta,Senayan,Tidak,,,,UME,2709252282.0
M0598,Bengkel Sahabat Motor,Automotive,sparepart,retailer,Tangerang,Alam Sutera,Tidak,,,,UKE,633187084.0
M0128,Sinar Pangan Store,F&B,restaurant,retailer,Jakarta,Sudirman,Tidak,,,,UKE,295723551.0
M0127,Kafe Harmoni Baru,F&B,catering,retailer,Tangerang,Cipondoh,Tidak,,,,UMI,45387636.0
M0125,PT Berseri Pangan Sejahtera,F&B,bakery,retailer,Bekasi,Harapan Indah,Tidak,,,,UKE,782521768.0
M0122,Kedai Sahabat Mandiri,F&B,restaurant,retailer,Jakarta,Tebet,Tidak,,,,UKE,411685191.0
M0121,CV Jelita Sajian Nusantara,F&B,restaurant,retailer,Jakarta,Thamrin,Tidak,,,,UKE,216072099.0
M0119,Langgeng Boga Distribusi,F&B,restaurant,supplier,Tangerang,Karawaci,Tidak,,,,UKE,265794778.0
M0118,Bakery Adikara Cemerlang,F&B,restaurant,retailer,Jakarta,Menteng,Tidak,,,,UMI,25029970.0
M0117,PT Makmur Rasa Nusantara,F&B,warung,retailer,Jakarta,Pluit,Tidak,,,,UME,2112432862.0
M0147,Distribusi Boga Sembada,F&B,restaurant,supplier,Bandung,Cihampelas,Tidak,,,,UMI,50588351.0
M0110,Mahardika Horeka House,F&B,restaurant,retailer,Bekasi,Harapan Indah,Tidak,,,,UMI,33644825.0
M0107,Kafe Mitra Juara,F&B,warung,retailer,Bandung,Dago,Tidak,,,,UKE,422485997.0
M0105,Prima Kuliner Market,F&B,bakery,retailer,Bandung,Buah Batu,Tidak,,,,UMI,21349205.0
M0102,Bakery Makmur Bersama,F&B,bakery,retailer,Bandung,Dago,Tidak,,,,UKE,324394162.0
M0627,Grosir Ban & Oli Bintang,Automotive,dealer,supplier,Bekasi,Jababeka,Tidak,,,,UME,2580134114.0
M0625,Grosir Ban & Oli Makmur,Automotive,accessories,supplier,Depok,Margonda,Tidak,,,,UKE,342940685.0
M0624,PT Buana Distribusi Persada,Automotive,sparepart,supplier,Bandung,Setiabudhi,Tidak,,,,UBE,5431158542.0
M0623,Buana Sparepart Distribusi,Automotive,sparepart,supplier,Jakarta,Kelapa Gading,Tidak,,,,UME,2316994705.0
M0621,Motor Care Jelita,Automotive,sparepart,retailer,Bandung,Dago,Tidak,,,,UKE,291370020.0
M0620,Sahabat Garage Distribusi,Automotive,dealer,supplier,Bogor,Cibinong,Tidak,,,,UME,3419413756.0
M0619,Bengkel Sembada Motor,Automotive,bengkel,retailer,Jakarta,Kelapa Gading,Tidak,,,,UKE,809062926.0
M0615,Garasi Mbak Rani,Automotive,accessories,retailer,Depok,Cimanggis,Tidak,,,,UKE,803209230.0
M0100,Agen Bahan Kue Pak Surya,F&B,warung,supplier,Tangerang,Gading Serpong,Tidak,,,,UKE,347625918.0
M0096,Kedai Mitra Mulia,F&B,restaurant,retailer,Bekasi,Grand Galaxy,Tidak,,,,UMI,24264379.0
M0094,Rumah Makan Sinar,F&B,bakery,retailer,Bandung,Buah Batu,Tidak,,,,UMI,58224966.0
M0093,Kedai Berseri Utama,F&B,catering,retailer,Bogor,Tanah Sareal,Tidak,,,,UMI,61258503.0
M0092,Rumah Makan Sahabat,F&B,catering,retailer,Tangerang,Gading Serpong,Tidak,,,,UKE,358879323.0
M0091,Grosir Bahan Pangan Mitra,F&B,catering,supplier,Tangerang,BSD,Tidak,,,,UKE,460808744.0
M0089,Anugerah Sajian Store,F&B,cafe,retailer,Depok,Cimanggis,Tidak,,,,UKE,363929137.0
M0087,UD Pusaka Boga Internasional,F&B,restaurant,retailer,Bogor,Bogor Tengah,Tidak,,,,UMI,37719424.0
M0086,Rumah Makan Tunas,F&B,bakery,retailer,Jakarta,Tebet,Tidak,,,,UMI,94678351.0
M0116,Rumah Makan Jelita,F&B,restaurant,retailer,Bekasi,Grand Galaxy,Tidak,,,,UMI,37179898.0
M0613,Pusaka Motor Store,Automotive,bengkel,retailer,Jakarta,Sudirman,Tidak,,,,UME,1878255531.0
M0643,UD Prima Garage Indonesia,Automotive,bengkel,retailer,Bekasi,Grand Galaxy,Tidak,,,,UKE,699621959.0
M0638,Prima Garage Store,Automotive,accessories,retailer,Depok,Cimanggis,Tidak,,,,UKE,603420300.0
M0631,Nawasena Sparepart House,Automotive,accessories,retailer,Tangerang,Karawaci,Tidak,,,,UKE,345445815.0
M0630,Garasi Bu Lestari,Automotive,dealer,retailer,Depok,Sawangan,Tidak,,,,UKE,442357854.0
M0078,Langgeng Pangan Center,F&B,restaurant,retailer,Jakarta,Kemang,Tidak,,,,UMI,49982119.0
M0072,Sinar Rasa Center,F&B,restaurant,retailer,Bekasi,Summarecon,Tidak,,,,UMI,32524817.0
M0070,Warung Bu Sari,F&B,warung,retailer,Bandung,Setiabudhi,Tidak,,,,UKE,829267423.0
M0056,Supplier Horeka Sinar,F&B,restaurant,supplier,Depok,Margonda,Tidak,,,,UKE,500891868.0
M0055,Dapur Bu Ningsih,F&B,catering,retailer,Depok,Cinere,Tidak,,,,UMI,33019407.0
M0046,Dapur Pak Darto,F&B,catering,retailer,Depok,Cinere,Tidak,,,,UMI,23707140.0
M0044,Dapur Kang Dedi,F&B,bakery,retailer,Bekasi,Kemang Pratama,Tidak,,,,UMI,31287919.0
M0039,Arunika Sajian Center,F&B,restaurant,retailer,Tangerang,Alam Sutera,Tidak,,,,UKE,232728504.0
M0038,Kedai Anugerah Maju,F&B,cafe,retailer,Bogor,Sentul,Tidak,,,,UMI,94164605.0
M0660,Sinar Mobilitas Distribusi,Automotive,accessories,supplier,Jakarta,Kelapa Gading,Tidak,,,,UME,2315848027.0
M0658,Anugerah Mobilitas Store,Automotive,accessories,retailer,Tangerang,Alam Sutera,Tidak,,,,UKE,716914753.0
M0656,Ban & Oli Berseri Juara,Automotive,sparepart,retailer,Bekasi,Jababeka,Tidak,,,,UKE,357785245.0
M0655,PT Prima Distribusi Utama,Automotive,dealer,supplier,Jakarta,Kelapa Gading,Tidak,,,,UBE,6931438881.0
M0651,Motor Care Anugerah,Automotive,sparepart,retailer,Depok,Sawangan,Tidak,,,,UMI,21012843.0
M0650,PT Lentera Otomotif Nusantara,Automotive,sparepart,retailer,Bogor,Dramaga,Tidak,,,,UME,2396790329.0
M0648,PT Kencana Distribusi Indonesia,Automotive,dealer,supplier,Depok,Sawangan,Tidak,,,,UME,2907964879.0
M0647,Toko Sparepart Kencana,Automotive,sparepart,retailer,Bandung,Braga,Tidak,,,,UMI,40168027.0
M0646,PT Makmur Distribusi Persada,Automotive,dealer,supplier,Bogor,Sentul,Tidak,,,,UBE,7151873650.0
M0678,Adikara Mobilitas House,Automotive,dealer,retailer,Bandung,Setiabudhi,Tidak,,,,UMI,76617326.0
M0034,PT Tunas Distribusi Sejahtera,F&B,bakery,supplier,Bogor,Dramaga,Tidak,,,,UME,2581870275.0
M0032,Langgeng Pangan Market,F&B,restaurant,retailer,Bekasi,Harapan Indah,Tidak,,,,UKE,682329756.0
M0031,CV Arunika Distribusi Retailindo,F&B,warung,supplier,Bekasi,Summarecon,Tidak,,,,UME,2112873326.0
M0030,Sentosa Sajian Market,F&B,catering,retailer,Depok,Sawangan,Tidak,,,,UKE,266459605.0
M0029,Bakery Gemilang Abadi,F&B,bakery,retailer,Tangerang,Karawaci,Tidak,,,,UMI,49881165.0
M0026,Rumah Makan Bintang,F&B,bakery,retailer,Tangerang,Gading Serpong,Tidak,,,,UMI,68851909.0
M0025,Agen Bahan Kue Pak Darto,F&B,cafe,supplier,Jakarta,Menteng,Tidak,,,,UMI,54047728.0
M0023,UD Gemilang Horeka Internasional,F&B,bakery,retailer,Depok,Margonda,Tidak,,,,UKE,321887524.0
M0004,Sinar Kuliner Center,F&B,cafe,retailer,Depok,Cimanggis,Tidak,,,,UKE,358105646.0
M0707,Kafe Selaras Pilihan,F&B,restaurant,retailer,Bekasi,Summarecon,Tidak,,,,UKE,364309252.0
M0705,Rumah Makan Cakrawala,F&B,restaurant,retailer,Jakarta,Thamrin,Tidak,,,,UMI,53143205.0
M0704,CV Makmur Distribusi Indonesia,F&B,bakery,supplier,Tangerang,Cipondoh,Tidak,,,,UKE,247358975.0
M0702,Mitra Apparel Center,Fashion,textile,retailer,Bandung,Braga,Tidak,,,,UKE,656344324.0
M0700,Distributor Sparepart Nawasena,Automotive,accessories,supplier,Bogor,Bogor Tengah,Tidak,,,,UKE,1190435515.0
M0699,PT Mitra Auto Nusantara,Automotive,sparepart,retailer,Bekasi,Harapan Indah,Tidak,,,,UKE,335864672.0
M0001,PT Berseri Boga Sejahtera,F&B,cafe,retailer,Jakarta,Kemang,Tidak,,,,UME,2561833449.0
M0536,Sentra Gadget Pelita,Electronics,accessories,retailer,Bekasi,Unknown,Tidak,,,,UMI,23185707.0
M0453,UD Sejahtera Mart Mandiri,Grocery,toko_kelontong,retailer,Tangerang,Unknown,Tidak,,,,UKE,892752213.0
M0428,Warung Pelita Mart,Grocery,minimarket,retailer,Jakarta,Senayan,Tidak,,,,UKE,619371074.5
M0409,Swalayan Kencana Baru,Grocery,distributor,retailer,Jakarta,Senayan,Tidak,,,,UMI,40703298.5
M0415,Toko Kelontong Bu Wati,Grocery,toko_kelontong,retailer,Jakarta,Kelapa Gading,Tidak,,,,UMI,40703298.5
M0402,Pusaka Grosir Market,Grocery,minimarket,retailer,Depok,Unknown,Tidak,,,,UKE,402710033.0
M0377,Agen Pangan Kencana,Grocery,toko_kelontong,supplier,Bandung,Braga,Tidak,,,,UKE,453622669.0
M0329,UD Arunika Busana Retailindo,Fashion,footwear,retailer,Jakarta,Senayan,Tidak,,,,UMI,49466630.5
M0322,Gemilang Mode Center,Fashion,accessories,retailer,Bandung,Unknown,Tidak,,,,UKE,458121633.0
M0265,PT Mahardika Mode Indonesia,Fashion,footwear,retailer,Tangerang,Unknown,Tidak,,,,UBE,7581249909.0
M0247,Berkah Tekstil Distribusi,Fashion,footwear,supplier,Tangerang,Unknown,Tidak,,,,UKE,369248979.0
M0235,PT Bintang Tekstil Sejahtera,Fashion,textile,retailer,Depok,Unknown,Tidak,,,,UME,2074847558.0
M0162,PT Cakrawala Kuliner Sentosa,F&B,warung,retailer,Jakarta,Unknown,Tidak,,,,UME,2123341937.0
M0131,UD Nusantara Sajian Indonesia,F&B,catering,retailer,Depok,Unknown,Tidak,,,,UKE,604743713.0
M0098,CV Gemilang Kuliner Niaga Raya,F&B,cafe,retailer,Jakarta,Unknown,Tidak,,,,UKE,378844397.0
M0057,PT Harmoni Rasa Niaga Raya,F&B,catering,retailer,Tangerang,Unknown,Tidak,,,,UME,1365007500.0
M0049,Grosir Bahan Pangan Makmur,F&B,cafe,supplier,Bandung,Dago,Tidak,,,,UKE,465057342.0
