trx_id,timestamp,source_id,target_id,amount,channel,payment_type,status,description,ref_number,trx_type,timestamp_dt,hour,day_of_week,month
T058506,2026-06-05 14:58:03,C00183,M0465,3508863.12,QRIS,QRIS,success,C2M payment - Grocery,REF18562553,C2M,2026-06-05 14:58:03,14,Friday,2026-06
T058507,2025-09-09 14:22:59,C00268,M0466,15251079.97,QRIS,QRIS,success,C2M payment - Grocery,REF81741062,C2M,2025-09-09 14:22:59,14,Tuesday,2025-09
T058508,2025-08-30 18:41:59,C01216,M0524,223794.48,transfer,bank_transfer,success,C2M payment - Electronics,REF77741610,C2M,2025-08-30 18:41:59,18,Saturday,2025-08
T058509,2026-05-26 07:55:28,C00722,M0358,15149191.88,transfer,bank_transfer,success,C2M payment - Grocery,REF75146913,C2M,2026-05-26 07:55:28,7,Tuesday,2026-05
T058510,2026-05-13 09:32:05,C01620,M0628,6181694.07,QRIS,QRIS,success,C2M payment - Automotive,REF72497530,C2M,2026-05-13 09:32:05,9,Wednesday,2026-05
T058511,2025-07-26 06:23:27,C01291,M0482,14924220.67,QRIS,QRIS,success,C2M payment - Grocery,REF28873693,C2M,2025-07-26 06:23:27,6,Saturday,2025-07
T058512,2025-12-31 11:38:02,M0157,M0001,6370568.72,transfer,bank_transfer,success,M2M settlement - F&B,REF31779285,M2M,2025-12-31 11:38:02,11,Wednesday,2025-12
T058513,2025-10-16 23:16:46,C00560,M0565,9285024.88,EDC,debit,success,C2M payment - Electronics,REF79385565,C2M,2025-10-16 23:16:46,23,Thursday,2025-10
T058514,2025-07-26 23:49:21,C00457,M0545,4607569.47,QRIS,QRIS,success,C2M payment - Electronics,REF96281426,C2M,2025-07-26 23:49:21,23,Saturday,2025-07
T058515,2025-08-15 18:09:17,C00400,M0176,25201117.01,EDC,debit,success,C2M payment - F&B,REF60298565,C2M,2025-08-15 18:09:17,18,Friday,2025-08
T058516,2026-04-04 05:08:56,C00741,M0317,15095018.78,EDC,credit_card,success,C2M payment - Fashion,REF62304524,C2M,2026-04-04 05:08:56,5,Saturday,2026-04
T058517,2025-12-19 15:35:23,C00844,M0122,9433261.5,QRIS,QRIS,success,C2M payment - F&B,REF67334054,C2M,2025-12-19 15:35:23,15,Friday,2025-12
T058518,2026-02-02 08:21:26,C00686,M0486,30000000.0,EDC,debit,success,C2M payment - Grocery,REF40468743,C2M,2026-02-02 08:21:26,8,Monday,2026-02
T058519,2026-02-26 16:04:51,C01031,M0681,9311189.4,EDC,credit_card,success,C2M payment - Automotive,REF82770552,C2M,2026-02-26 16:04:51,16,Thursday,2026-02
T058521,2025-09-22 05:38:57,C00657,M0439,7772528.93,QRIS,QRIS,success,C2M payment - Grocery,REF24095283,C2M,2025-09-22 05:38:57,5,Monday,2025-09
T058522,2026-01-21 08:59:22,C01932,M0081,9986985.49,EDC,credit_card,success,C2M payment - F&B,REF45094994,C2M,2026-01-21 08:59:22,8,Wednesday,2026-01
T058523,2025-10-21 14:10:32,C01434,M0602,31854173.96,EDC,credit_card,success,C2M payment - Automotive,REF69005068,C2M,2025-10-21 14:10:32,14,Tuesday,2025-10
T058524,2026-04-12 22:03:01,C01864,M0384,11399360.71,EDC,debit,success,C2M payment - Grocery,REF89516994,C2M,2026-04-12 22:03:01,22,Sunday,2026-04
T058525,2026-01-02 20:08:11,C01511,M0453,16752228.79,QRIS,QRIS,success,C2M payment - Grocery,REF88633098,C2M,2026-01-02 20:08:11,20,Friday,2026-01
T058526,2026-01-01 00:06:37,C01273,M0210,175782.96,QRIS,QRIS,success,C2M payment - F&B,REF50610363,C2M,2026-01-01 00:06:37,0,Thursday,2026-01
T058527,2025-07-13 16:03:07,C00470,M0307,21842780.85,QRIS,QRIS,success,C2M payment - Fashion,REF01598248,C2M,2025-07-13 16:03:07,16,Sunday,2025-07
T058528,2025-08-05 02:48:55,C01299,M0464,27986741.94,QRIS,QRIS,success,C2M payment - Grocery,REF58433520,C2M,2025-08-05 02:48:55,2,Tuesday,2025-08
T058529,2025-12-31 01:44:51,M0191,M0107,5181897.03,transfer,bank_transfer,success,M2M settlement - F&B,REF82745649,M2M,2025-12-31 01:44:51,1,Wednesday,2025-12
T058530,2025-07-09 08:30:15,C00068,M0670,10182191.27,QRIS,QRIS,success,C2M payment - Automotive,REF79350608,C2M,2025-07-09 08:30:15,8,Wednesday,2025-07
T058531,2026-04-30 15:07:13,C01439,M0530,6634597.92,EDC,debit,success,C2M payment - Electronics,REF63364133,C2M,2026-04-30 15:07:13,15,Thursday,2026-04
T058532,2026-05-15 00:08:16,C00463,M0659,13574942.84,EDC,debit,success,C2M payment - Automotive,REF87374878,C2M,2026-05-15 00:08:16,0,Friday,2026-05
T058533,2026-03-17 20:11:03,C00479,M0072,418872.77,EDC,credit_card,success,C2M payment - F&B,REF57136904,C2M,2026-03-17 20:11:03,20,Tuesday,2026-03
T058534,2025-07-30 00:34:43,C01492,M0273,1813585.56,transfer,bank_transfer,success,C2M payment - Fashion,REF14782240,C2M,2025-07-30 00:34:43,0,Wednesday,2025-07
T058535,2026-05-19 08:59:44,C01277,M0557,7774539.26,QRIS,QRIS,success,C2M payment - Electronics,REF82718848,C2M,2026-05-19 08:59:44,8,Tuesday,2026-05
T058537,2025-12-15 07:18:31,C01252,M0590,15003107.87,EDC,credit_card,success,C2M payment - Electronics,REF81979085,C2M,2025-12-15 07:18:31,7,Monday,2025-12
T058538,2025-08-07 14:55:30,C00401,M0592,289791.94,QRIS,QRIS,success,C2M payment - Electronics,REF22138091,C2M,2025-08-07 14:55:30,14,Thursday,2025-08
T058539,2025-10-22 05:57:43,C01603,M0598,10578996.14,EDC,credit_card,success,C2M payment - Automotive,REF02787156,C2M,2025-10-22 05:57:43,5,Wednesday,2025-10
T058540,2026-06-22 05:49:08,M0224,M0447,9548835.96,transfer,bank_transfer,success,M2M settlement - Grocery,REF74224100,M2M,2026-06-22 05:49:08,5,Monday,2026-06
T058541,2026-04-05 17:39:21,C01442,M0371,13812302.06,transfer,bank_transfer,success,C2M payment - Grocery,REF40968275,C2M,2026-04-05 17:39:21,17,Sunday,2026-04
T058542,2025-08-25 18:10:14,M0425,M0684,3604717.0,transfer,bank_transfer,success,M2M settlement - Automotive,REF54497852,M2M,2025-08-25 18:10:14,18,Monday,2025-08
T058543,2026-01-13 15:05:48,C00490,M0614,545703.62,QRIS,QRIS,success,C2M payment - Automotive,REF61409541,C2M,2026-01-13 15:05:48,15,Tuesday,2026-01
T058544,2025-08-05 11:27:08,C00782,M0474,265941.05,EDC,credit_card,success,C2M payment - Grocery,REF38625122,C2M,2025-08-05 11:27:08,11,Tuesday,2025-08
T058545,2025-12-02 22:31:39,C01556,M0465,17253842.64,QRIS,QRIS,success,C2M payment - Grocery,REF63638686,C2M,2025-12-02 22:31:39,22,Tuesday,2025-12
T058546,2025-08-03 16:21:00,C00261,M0121,24751516.18,QRIS,QRIS,success,C2M payment - F&B,REF33641264,C2M,2025-08-03 16:21:00,16,Sunday,2025-08
T058547,2025-12-15 21:35:56,C00147,M0008,307943.92,transfer,bank_transfer,success,C2M payment - F&B,REF59205112,C2M,2025-12-15 21:35:56,21,Monday,2025-12
T058548,2025-09-15 02:57:54,C01841,M0133,1138202.36,EDC,credit_card,success,C2M payment - F&B,REF08903671,C2M,2025-09-15 02:57:54,2,Monday,2025-09
T058549,2025-11-13 05:30:12,C01324,M0682,18437932.69,QRIS,QRIS,success,C2M payment - Automotive,REF13084442,C2M,2025-11-13 05:30:12,5,Thursday,2025-11
T058550,2026-06-18 01:13:27,M0518,M0588,75000000.0,transfer,bank_transfer,success,M2M settlement - Electronics,REF77424600,M2M,2026-06-18 01:13:27,1,Thursday,2026-06
T058551,2026-02-01 23:50:21,C01816,M0173,34473312.59,QRIS,QRIS,success,C2M payment - F&B,REF67059634,C2M,2026-02-01 23:50:21,23,Sunday,2026-02
T058552,2025-07-31 04:35:57,C01754,M0684,248245.37,EDC,debit,success,C2M payment - Automotive,REF38048286,C2M,2025-07-31 04:35:57,4,Thursday,2025-07
T058554,2026-02-22 17:59:55,M0371,M0420,55321027.85,transfer,bank_transfer,success,M2M settlement - Grocery,REF12940300,M2M,2026-02-22 17:59:55,17,Sunday,2026-02
T058555,2025-07-04 22:31:24,M0526,M0414,12665475.34,EDC,debit,success,M2M settlement - Grocery,REF12790017,M2M,2025-07-04 22:31:24,22,Friday,2025-07
T058556,2026-02-12 08:43:11,C00652,M0638,7680433.65,QRIS,QRIS,success,C2M payment - Automotive,REF39681105,C2M,2026-02-12 08:43:11,8,Thursday,2026-02
T058557,2025-11-04 16:15:15,M0401,M0003,8933965.07,EDC,debit,success,M2M settlement - F&B,REF55595575,M2M,2025-11-04 16:15:15,16,Tuesday,2025-11
T058558,2026-05-31 02:29:03,C00068,M0479,7672591.47,QRIS,QRIS,success,C2M payment - Grocery,REF09673654,C2M,2026-05-31 02:29:03,2,Sunday,2026-05
T058559,2026-03-31 00:23:43,M0602,M0230,14901050.38,transfer,bank_transfer,success,M2M settlement - Fashion,REF47790848,M2M,2026-03-31 00:23:43,0,Tuesday,2026-03
T058560,2025-09-28 11:36:19,C00466,M0495,30000000.0,QRIS,QRIS,success,C2M payment - Electronics,REF46759026,C2M,2025-09-28 11:36:19,11,Sunday,2025-09
T058561,2025-09-04 04:02:28,C01535,M0029,277894.75,QRIS,QRIS,success,C2M payment - F&B,REF58971150,C2M,2025-09-04 04:02:28,4,Thursday,2025-09
T058562,2026-04-15 20:58:22,C01049,M0493,400919.05,EDC,credit_card,success,C2M payment - Electronics,REF62690189,C2M,2026-04-15 20:58:22,20,Wednesday,2026-04
T058563,2025-08-25 08:38:41,C00021,M0222,5073115.35,EDC,debit,success,C2M payment - Fashion,REF80862125,C2M,2025-08-25 08:38:41,8,Monday,2025-08
T058564,2025-12-23 08:54:58,C00036,M0397,8200159.7,QRIS,QRIS,success,C2M payment - Grocery,REF89363210,C2M,2025-12-23 08:54:58,8,Tuesday,2025-12
T058565,2026-03-13 05:03:44,C01903,M0665,10056988.16,transfer,bank_transfer,success,C2M payment - Automotive,REF15628354,C2M,2026-03-13 05:03:44,5,Friday,2026-03
T058566,2025-12-20 05:20:05,M0277,M0274,5379600.27,transfer,bank_transfer,success,M2M settlement - Fashion,REF93618273,M2M,2025-12-20 05:20:05,5,Saturday,2025-12
T058567,2025-07-17 06:45:29,C00393,M0270,18357909.22,EDC,debit,success,C2M payment - Fashion,REF12678030,C2M,2025-07-17 06:45:29,6,Thursday,2025-07
T058568,2025-07-24 01:13:34,M0072,M0092,2749062.72,QRIS,QRIS,success,M2M settlement - F&B,REF28150674,M2M,2025-07-24 01:13:34,1,Thursday,2025-07
T058570,2025-07-07 21:25:48,M0384,M0551,15249510.06,EDC,debit,success,M2M settlement - Electronics,REF30758521,M2M,2025-07-07 21:25:48,21,Monday,2025-07
T058571,2026-01-15 04:29:51,M0528,M0192,15860370.36,transfer,bank_transfer,success,M2M settlement - F&B,REF16229995,M2M,2026-01-15 04:29:51,4,Thursday,2026-01
T058572,2026-06-27 17:40:07,C01491,M0607,10410506.77,QRIS,QRIS,success,C2M payment - Automotive,REF21013623,C2M,2026-06-27 17:40:07,17,Saturday,2026-06
T058573,2026-03-05 16:32:27,C01885,M0015,69341.89,QRIS,QRIS,success,C2M payment - F&B,REF90039720,C2M,2026-03-05 16:32:27,16,Thursday,2026-03
T058574,2025-07-16 16:54:17,C00177,M0307,30000000.0,transfer,bank_transfer,success,C2M payment - Fashion,REF40807199,C2M,2025-07-16 16:54:17,16,Wednesday,2025-07
T058575,2025-07-26 07:56:39,C01195,M0108,303261.53,QRIS,QRIS,success,C2M payment - F&B,REF01627484,C2M,2025-07-26 07:56:39,7,Saturday,2025-07
T058576,2025-08-20 04:49:35,C00628,M0381,17669961.8,EDC,debit,success,C2M payment - Grocery,REF09457212,C2M,2025-08-20 04:49:35,4,Wednesday,2025-08
T058578,2025-11-14 15:54:13,C00802,M0580,71125536.81,EDC,credit_card,success,C2M payment - Electronics,REF65870946,C2M,2025-11-14 15:54:13,15,Friday,2025-11
T058579,2026-03-03 12:21:37,M0695,M0121,34617064.82,transfer,bank_transfer,success,M2M settlement - F&B,REF93774525,M2M,2026-03-03 12:21:37,12,Tuesday,2026-03
T058580,2025-11-22 05:51:15,C00185,M0219,30255508.6,QRIS,QRIS,success,C2M payment - Fashion,REF48694616,C2M,2025-11-22 05:51:15,5,Saturday,2025-11
T058581,2025-07-23 08:09:28,C00280,M0047,8832372.56,QRIS,QRIS,success,C2M payment - F&B,REF64640137,C2M,2025-07-23 08:09:28,8,Wednesday,2025-07
T058582,2026-02-15 04:23:12,C00460,M0269,321142.91,EDC,credit_card,success,C2M payment - Fashion,REF22783631,C2M,2026-02-15 04:23:12,4,Sunday,2026-02
T058583,2026-06-06 16:52:46,M0676,M0658,22950807.02,transfer,bank_transfer,success,M2M settlement - Automotive,REF38091885,M2M,2026-06-06 16:52:46,16,Saturday,2026-06
T058584,2026-06-12 10:12:50,C00875,M0145,38460320.9,EDC,debit,success,C2M payment - F&B,REF97051631,C2M,2026-06-12 10:12:50,10,Friday,2026-06
T058585,2026-01-15 01:34:23,M0192,M0152,9510374.09,transfer,bank_transfer,success,M2M settlement - F&B,REF95457130,M2M,2026-01-15 01:34:23,1,Thursday,2026-01
T058586,2025-10-26 19:01:54,C00520,M0585,20821883.63,EDC,debit,success,C2M payment - Electronics,REF82817087,C2M,2025-10-26 19:01:54,19,Sunday,2025-10
T058587,2025-10-18 02:10:15,C00956,M0067,768327.16,EDC,debit,success,C2M payment - F&B,REF90110053,C2M,2025-10-18 02:10:15,2,Saturday,2025-10
T058588,2025-08-31 09:23:43,C01972,M0581,26489207.07,EDC,credit_card,success,C2M payment - Electronics,REF20737290,C2M,2025-08-31 09:23:43,9,Sunday,2025-08
T058589,2025-07-21 16:29:55,C01373,M0669,17308990.05,QRIS,QRIS,success,C2M payment - Automotive,REF27207751,C2M,2025-07-21 16:29:55,16,Monday,2025-07
T058590,2026-06-17 06:54:47,M0497,M0341,10513946.28,transfer,bank_transfer,success,M2M settlement - Fashion,REF53568806,M2M,2026-06-17 06:54:47,6,Wednesday,2026-06
T058591,2026-04-27 01:25:50,C00656,M0690,8327641.4,EDC,debit,success,C2M payment - Automotive,REF39373450,C2M,2026-04-27 01:25:50,1,Monday,2026-04
T058592,2025-11-03 22:30:27,C01830,M0250,554862.4,QRIS,QRIS,success,C2M payment - Fashion,REF40927284,C2M,2025-11-03 22:30:27,22,Monday,2025-11
T058593,2026-01-23 17:37:33,C01644,M0177,199225.76,QRIS,QRIS,success,C2M payment - F&B,REF76192917,C2M,2026-01-23 17:37:33,17,Friday,2026-01
T058594,2025-12-23 10:30:15,C01613,M0580,4235292.48,transfer,bank_transfer,success,C2M payment - Electronics,REF99549969,C2M,2025-12-23 10:30:15,10,Tuesday,2025-12
T058595,2026-06-16 03:06:53,C01984,M0479,5935752.3,QRIS,QRIS,success,C2M payment - Grocery,REF45010268,C2M,2026-06-16 03:06:53,3,Tuesday,2026-06
T058597,2025-07-19 03:07:01,M0629,M0238,29782301.35,transfer,bank_transfer,success,M2M settlement - Fashion,REF35194492,M2M,2025-07-19 03:07:01,3,Saturday,2025-07
T058598,2026-06-20 18:24:18,C00736,M0229,17253344.01,transfer,bank_transfer,success,C2M payment - Fashion,REF02525203,C2M,2026-06-20 18:24:18,18,Saturday,2026-06
T058599,2025-10-18 15:32:17,C01901,M0176,22497403.7,EDC,debit,success,C2M payment - F&B,REF49018014,C2M,2025-10-18 15:32:17,15,Saturday,2025-10
T058600,2025-12-13 06:26:27,C01541,M0629,9706937.55,QRIS,QRIS,success,C2M payment - Automotive,REF54295210,C2M,2025-12-13 06:26:27,6,Saturday,2025-12
T058601,2026-04-09 22:39:53,C00904,M0239,63151444.68,EDC,debit,success,C2M payment - Fashion,REF07681474,C2M,2026-04-09 22:39:53,22,Thursday,2026-04
T058602,2026-03-10 21:38:13,C00185,M0182,188861.6,QRIS,QRIS,success,C2M payment - F&B,REF95347814,C2M,2026-03-10 21:38:13,21,Tuesday,2026-03
T058603,2025-10-26 03:54:55,C00546,M0069,63054.86,QRIS,QRIS,success,C2M payment - F&B,REF17024726,C2M,2025-10-26 03:54:55,3,Sunday,2025-10
T058604,2026-02-08 09:31:17,C00351,M0399,344910.56,QRIS,QRIS,success,C2M payment - Grocery,REF09136977,C2M,2026-02-08 09:31:17,9,Sunday,2026-02
T058606,2026-03-10 03:20:22,C00732,M0259,6201515.15,EDC,debit,success,C2M payment - Fashion,REF85723699,C2M,2026-03-10 03:20:22,3,Tuesday,2026-03
T058607,2025-07-21 04:31:09,C00548,M0260,7839949.75,QRIS,QRIS,success,C2M payment - Fashion,REF00555706,C2M,2025-07-21 04:31:09,4,Monday,2025-07
T058608,2026-04-19 06:08:35,M0068,M0428,3595599.1,QRIS,QRIS,success,M2M settlement - Grocery,REF21888178,M2M,2026-04-19 06:08:35,6,Sunday,2026-04
T058609,2025-08-26 10:04:52,C00457,M0545,7779548.76,EDC,debit,success,C2M payment - Electronics,REF48054710,C2M,2025-08-26 10:04:52,10,Tuesday,2025-08
T058610,2026-06-27 08:53:21,C01656,M0639,10052159.51,transfer,bank_transfer,success,C2M payment - Automotive,REF15977835,C2M,2026-06-27 08:53:21,8,Saturday,2026-06
T058611,2025-07-27 18:24:09,C01503,M0077,1441016.94,EDC,credit_card,success,C2M payment - F&B,REF44773835,C2M,2025-07-27 18:24:09,18,Sunday,2025-07
T058612,2025-12-07 14:38:36,C00751,M0462,13172746.14,EDC,debit,success,C2M payment - Grocery,REF28126151,C2M,2025-12-07 14:38:36,14,Sunday,2025-12
T058613,2025-08-01 04:49:28,M0636,M0432,6478022.18,transfer,bank_transfer,success,M2M settlement - Grocery,REF32950807,M2M,2025-08-01 04:49:28,4,Friday,2025-08
T058614,2026-01-06 02:51:35,C01246,M0002,11473458.34,unknown,unknown,success,C2M payment - F&B,REF74242638,C2M,2026-01-06 02:51:35,2,Tuesday,2026-01
T058615,2025-07-07 00:08:35,C00571,M0392,1524523.69,EDC,credit_card,success,C2M payment - Grocery,REF71277415,C2M,2025-07-07 00:08:35,0,Monday,2025-07
T058616,2025-09-03 15:51:57,C00275,M0560,224344.36,QRIS,QRIS,success,C2M payment - Electronics,REF21949290,C2M,2025-09-03 15:51:57,15,Wednesday,2025-09
T058617,2025-10-08 05:56:45,M0214,M0233,11307483.36,transfer,bank_transfer,success,M2M settlement - Fashion,REF95978379,M2M,2025-10-08 05:56:45,5,Wednesday,2025-10
T058618,2026-04-01 11:14:01,C00050,M0031,6399519.08,EDC,credit_card,success,C2M payment - F&B,REF80257274,C2M,2026-04-01 11:14:01,11,Wednesday,2026-04
T058620,2025-12-31 20:25:25,C01626,M0495,7910845.53,QRIS,QRIS,success,C2M payment - Electronics,REF48903361,C2M,2025-12-31 20:25:25,20,Wednesday,2025-12
T058621,2026-03-02 03:50:49,C01850,M0659,4902230.71,transfer,bank_transfer,success,C2M payment - Automotive,REF17323841,C2M,2026-03-02 03:50:49,3,Monday,2026-03
T058622,2025-09-21 15:52:54,C01140,M0242,5976801.34,transfer,bank_transfer,success,C2M payment - Fashion,REF67155408,C2M,2025-09-21 15:52:54,15,Sunday,2025-09
T058623,2026-02-27 06:31:52,C00430,M0486,10368021.99,EDC,credit_card,success,C2M payment - Grocery,REF62105968,C2M,2026-02-27 06:31:52,6,Friday,2026-02
T058624,2026-05-28 18:04:55,C00578,M0125,19632484.04,QRIS,QRIS,success,C2M payment - F&B,REF54420096,C2M,2026-05-28 18:04:55,18,Thursday,2026-05
T058625,2025-07-20 07:48:43,C01799,M0122,22133478.25,QRIS,QRIS,success,C2M payment - F&B,REF77591102,C2M,2025-07-20 07:48:43,7,Sunday,2025-07
T058626,2025-08-12 22:31:22,C00444,M0687,27553078.16,transfer,bank_transfer,success,C2M payment - Automotive,REF44132963,C2M,2025-08-12 22:31:22,22,Tuesday,2025-08
T058627,2025-10-13 18:27:24,C00943,M0485,279187.27,QRIS,QRIS,success,C2M payment - Grocery,REF82583067,C2M,2025-10-13 18:27:24,18,Monday,2025-10
T058628,2025-10-01 13:37:07,C01277,M0054,10496220.16,EDC,credit_card,success,C2M payment - F&B,REF82435554,C2M,2025-10-01 13:37:07,13,Wednesday,2025-10
T058629,2026-01-21 12:26:29,C01607,M0392,374674.82,QRIS,QRIS,success,C2M payment - Grocery,REF12664891,C2M,2026-01-21 12:26:29,12,Wednesday,2026-01
T058630,2025-09-22 12:56:40,C01647,M0030,30000000.0,QRIS,QRIS,success,C2M payment - F&B,REF27929683,C2M,2025-09-22 12:56:40,12,Monday,2025-09
T058631,2025-07-05 05:43:34,M0271,M0314,15072812.28,EDC,debit,success,M2M settlement - Fashion,REF14636587,M2M,2025-07-05 05:43:34,5,Saturday,2025-07
T058632,2025-12-26 01:41:07,C00356,M0571,444756.65,EDC,debit,success,C2M payment - Electronics,REF58924032,C2M,2025-12-26 01:41:07,1,Friday,2025-12
T058634,2025-09-16 15:18:56,C01135,M0291,5940132.88,QRIS,QRIS,success,C2M payment - Fashion,REF12205096,C2M,2025-09-16 15:18:56,15,Tuesday,2025-09
T058635,2026-01-02 19:29:20,C00190,M0365,10661698.3,EDC,debit,success,C2M payment - Grocery,REF72459108,C2M,2026-01-02 19:29:20,19,Friday,2026-01
T058637,2025-12-28 16:26:28,C00807,M0381,14790009.53,QRIS,QRIS,success,C2M payment - Grocery,REF75110863,C2M,2025-12-28 16:26:28,16,Sunday,2025-12
T058638,2026-05-17 14:18:25,C00140,M0039,8121160.06,transfer,bank_transfer,success,C2M payment - F&B,REF25743224,C2M,2026-05-17 14:18:25,14,Sunday,2026-05
T058639,2026-01-29 20:45:10,C00622,M0246,16273589.69,EDC,debit,success,C2M payment - Fashion,REF96293953,C2M,2026-01-29 20:45:10,20,Thursday,2026-01
T058640,2025-08-25 20:10:39,C00384,M0380,21132026.97,EDC,credit_card,success,C2M payment - Grocery,REF09762739,C2M,2025-08-25 20:10:39,20,Monday,2025-08
T058641,2025-12-17 08:26:46,M0476,M0477,31011881.84,EDC,credit_card,success,M2M settlement - Grocery,REF44022420,M2M,2025-12-17 08:26:46,8,Wednesday,2025-12
T058642,2026-01-29 11:34:12,C01852,M0157,621304.39,transfer,bank_transfer,success,C2M payment - F&B,REF03671255,C2M,2026-01-29 11:34:12,11,Thursday,2026-01
T058643,2026-05-11 14:27:07,C00415,M0426,177111.98,EDC,debit,success,C2M payment - Grocery,REF82358755,C2M,2026-05-11 14:27:07,14,Monday,2026-05
T058644,2025-12-08 09:28:21,C00562,M0616,12872887.41,transfer,bank_transfer,success,C2M payment - Automotive,REF98495684,C2M,2025-12-08 09:28:21,9,Monday,2025-12
T058646,2025-11-23 10:23:02,C01200,M0545,9271936.58,QRIS,QRIS,success,C2M payment - Electronics,REF05992729,C2M,2025-11-23 10:23:02,10,Sunday,2025-11
T058647,2026-04-11 10:14:17,C00105,M0251,5095071.93,QRIS,QRIS,success,C2M payment - Fashion,REF59393175,C2M,2026-04-11 10:14:17,10,Saturday,2026-04
T058648,2025-10-22 19:34:30,C00509,M0449,24900524.48,QRIS,QRIS,success,C2M payment - Grocery,REF95229012,C2M,2025-10-22 19:34:30,19,Wednesday,2025-10
T058649,2026-04-23 03:52:27,C00471,M0329,322130.09,QRIS,QRIS,success,C2M payment - Fashion,REF88581133,C2M,2026-04-23 03:52:27,3,Thursday,2026-04
T058650,2025-10-27 23:28:52,C01968,M0560,83194.92,QRIS,QRIS,success,C2M payment - Electronics,REF19212526,C2M,2025-10-27 23:28:52,23,Monday,2025-10
T058651,2026-06-24 10:45:40,M0247,M0336,15230209.83,transfer,bank_transfer,success,M2M settlement - Fashion,REF23327452,M2M,2026-06-24 10:45:40,10,Wednesday,2026-06
T058652,2025-10-17 17:38:49,C01462,M0679,177061.73,transfer,bank_transfer,success,C2M payment - Automotive,REF56865994,C2M,2025-10-17 17:38:49,17,Friday,2025-10
T058654,2025-12-27 12:45:53,C01368,M0095,30000000.0,transfer,bank_transfer,success,C2M payment - F&B,REF43277937,C2M,2025-12-27 12:45:53,12,Saturday,2025-12
T058655,2025-07-31 00:33:28,C00490,M0089,12580824.84,transfer,bank_transfer,success,C2M payment - F&B,REF77503621,C2M,2025-07-31 00:33:28,0,Thursday,2025-07
T058656,2025-07-09 13:48:57,M0227,M0348,34102287.62,transfer,bank_transfer,success,M2M settlement - Fashion,REF52581513,M2M,2025-07-09 13:48:57,13,Wednesday,2025-07
T058657,2025-12-08 03:20:55,C00261,M0320,10749614.73,transfer,bank_transfer,success,C2M payment - Fashion,REF10983658,C2M,2025-12-08 03:20:55,3,Monday,2025-12
T058658,2026-02-08 21:34:32,C01660,M0020,22846272.89,QRIS,QRIS,success,C2M payment - F&B,REF11469604,C2M,2026-02-08 21:34:32,21,Sunday,2026-02
T058659,2025-07-02 08:21:45,C00351,M0492,8747295.99,QRIS,QRIS,success,C2M payment - Electronics,REF21925651,C2M,2025-07-02 08:21:45,8,Wednesday,2025-07
T058660,2026-06-07 15:21:33,C00777,M0603,3427686.32,QRIS,QRIS,success,C2M payment - Automotive,REF13574151,C2M,2026-06-07 15:21:33,15,Sunday,2026-06
T058661,2025-09-15 06:13:32,M0255,M0633,75000000.0,transfer,bank_transfer,success,M2M settlement - Automotive,REF48948619,M2M,2025-09-15 06:13:32,6,Monday,2025-09
T058662,2025-12-18 02:12:58,C00801,M0466,3605647.27,QRIS,QRIS,success,C2M payment - Grocery,REF40419555,C2M,2025-12-18 02:12:58,2,Thursday,2025-12
T058663,2026-03-25 19:33:10,C01936,M0112,640403.8,EDC,debit,success,C2M payment - F&B,REF89108726,C2M,2026-03-25 19:33:10,19,Wednesday,2026-03
T058664,2026-05-11 17:14:33,M0290,M0164,16580597.98,QRIS,QRIS,success,M2M settlement - F&B,REF04354653,M2M,2026-05-11 17:14:33,17,Monday,2026-05
T058665,2026-04-21 14:21:43,C00044,M0682,30000000.0,QRIS,QRIS,success,C2M payment - Automotive,REF35321847,C2M,2026-04-21 14:21:43,14,Tuesday,2026-04
T058666,2025-12-07 02:05:31,C00388,M0682,15766792.22,QRIS,QRIS,success,C2M payment - Automotive,REF32527928,C2M,2025-12-07 02:05:31,2,Sunday,2025-12
T058667,2025-11-24 20:03:03,C01506,M0427,7359306.14,QRIS,QRIS,success,C2M payment - Grocery,REF05096002,C2M,2025-11-24 20:03:03,20,Monday,2025-11
T058668,2026-04-10 21:43:45,C01555,M0125,7086510.48,QRIS,QRIS,success,C2M payment - F&B,REF81660219,C2M,2026-04-10 21:43:45,21,Friday,2026-04
T058669,2025-12-03 07:19:45,M0644,M0006,32315107.22,transfer,bank_transfer,success,M2M settlement - F&B,REF36382538,M2M,2025-12-03 07:19:45,7,Wednesday,2025-12
T058670,2025-10-31 06:19:01,C00440,M0665,10162854.79,QRIS,QRIS,success,C2M payment - Automotive,REF68459683,C2M,2025-10-31 06:19:01,6,Friday,2025-10
T058671,2025-07-24 04:55:33,C00055,M0253,2154171.13,QRIS,QRIS,success,C2M payment - Fashion,REF77162468,C2M,2025-07-24 04:55:33,4,Thursday,2025-07
T058672,2025-12-02 06:24:17,C01980,M0491,284972.11,QRIS,QRIS,success,C2M payment - Electronics,REF50595481,C2M,2025-12-02 06:24:17,6,Tuesday,2025-12
T058673,2025-08-28 18:29:40,C00345,M0235,24950339.5,EDC,credit_card,success,C2M payment - Fashion,REF42433727,C2M,2025-08-28 18:29:40,18,Thursday,2025-08
T058674,2026-04-15 01:55:28,M0585,M0210,14662902.59,transfer,bank_transfer,success,M2M settlement - F&B,REF83552256,M2M,2026-04-15 01:55:28,1,Wednesday,2026-04
