merchant_id,nama,kategori,sub_kategori,tipe,kota,kecamatan,is_bni_acquiring,produk_bni,avg_omzet_bulanan,degree,weighted_degree,pagerank,betweenness,community_id,community_size,connected_bni_ratio,avg_neighbor_jaccard,n_customers,is_hub,customer_density,log_omzet,lama_beroperasi_tahun,jumlah_karyawan,rating_google,jumlah_outlet,has_rating,has_website,has_social_media,in_graph,priority_score,priority_rank,priority_category,predicted_priority,product_recommendation,product_rec_class,product_rec_proba_edc,product_rec_source
M0251,Rumah Mode Mahardika,Fashion,textile,retailer,Bandung,Dago,Tidak,,400392523.0,7.0,0.458727,0.0027078358016719,0.0276089456869009,4,30.0,0.4285714285714285,0.0655324285714285,26.0,1,3.25,19.80795593390236,3.0,22.0,0.0,1.0,0,0,1,True,0.5190376431764782,83,Tinggi,1,QRIS,0.0,0.48968600731203715,ml_pipeline_v2
M0246,Atelier Tunas,Fashion,accessories,retailer,Bekasi,Summarecon,Tidak,,337539091.0,2.0,0.127196,0.0009606275915621,0.0013188498402555,0,44.0,0.5,0.063598,22.0,0,7.333333333333333,19.63719188971745,16.0,22.0,4.0,4.0,1,0,1,True,0.2016419339509711,533,Rendah,0,QRIS + EDC,1.0,0.6865945059918348,ml_pipeline_v2
M0245,Busana Cakrawala Bersama,Fashion,textile,retailer,Jakarta,Thamrin,Tidak,,78465604.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0,0.0,18.17817093386938,3.0,12.0,4.0,1.0,1,0,1,False,0.0,628,Tidak Teranalisis,0,QRIS,0.0,0.3464618804374871,ml_pipeline_v2
M0274,PT Sejahtera Distribusi Sentosa,Fashion,textile,supplier,Bogor,Sentul,Tidak,,3898867038.0,10.0,0.5788530000000001,0.0032341629560395,0.0203143769968051,3,76.0,0.9,0.0578853,56.0,1,5.090909090909091,22.08395184505738,18.0,21.0,0.0,4.0,0,0,0,True,0.7775058325830612,10,Tinggi,1,QRIS + EDC,1.0,0.9761680899443947,ml_pipeline_v2
M0548,Gemilang Komputer Store,Electronics,service,retailer,Bekasi,Grand Galaxy,Tidak,,6273507539.0,2.0,0.106338,0.0011072185496486,0.0002709265175718,5,19.0,0.5,0.053169,43.0,0,14.333333333333334,22.55960145144424,16.0,33.0,4.0,4.0,1,1,1,True,0.2066117025433693,526,Rendah,0,QRIS + EDC,1.0,0.9427242237637138,ml_pipeline_v2
M0541,Sejahtera Teknologi Market,Electronics,computer,retailer,Bandung,Setiabudhi,Tidak,,662368342.0,2.0,0.114935,0.0009234562526798,0.0020856230031948,9,20.0,0.5,0.0574675,28.0,0,9.333333333333334,20.311332368528547,14.0,14.0,3.8,2.0,1,1,1,True,0.1954694339515288,544,Rendah,0,QRIS + EDC,1.0,0.7141324380022839,ml_pipeline_v2
M0540,Sembada Inovasi Distribusi,Electronics,service,supplier,Tangerang,Gading Serpong,Tidak,,3002796001.0,8.0,0.426545,0.0029624847741214,0.0194709265175718,18,41.0,0.875,0.053318125,41.0,1,4.555555555555555,21.82280969223823,8.0,24.0,3.8,2.0,1,0,1,True,0.6631392028169414,23,Tinggi,1,QRIS + EDC,1.0,0.8954582664990718,ml_pipeline_v2
M0538,Toko Elektronik Sembada,Electronics,service,retailer,Depok,Margonda,Tidak,,399154672.0,4.0,0.237982,0.0017630563043195,0.0047846645367412,8,46.0,0.75,0.0594955,27.0,0,5.4,19.80485955136573,7.0,18.0,4.0,1.0,1,0,0,True,0.3997680836970465,198,Sedang,0,QRIS + EDC,1.0,0.777710946474248,ml_pipeline_v2
M0534,PT Kencana Gadget Mandiri,Electronics,computer,retailer,Jakarta,Senayan,Tidak,,2104267677.0,5.0,0.279177,0.0022036448235621,0.0137712460063897,9,20.0,0.6,0.0558354,62.0,0,10.333333333333334,21.46723334711369,17.0,34.0,3.3,1.0,1,1,0,True,0.4290101040181852,169,Sedang,0,QRIS + EDC,1.0,0.9309724434152942,ml_pipeline_v2
M0241,Atelier Pusaka,Fashion,textile,retailer,Jakarta,Kelapa Gading,Tidak,,435854265.0,1.0,0.057971,0.0006596319661777,0.0,15,53.0,1.0,0.057971,24.0,0,12.0,19.892818493144983,14.0,23.0,0.0,4.0,0,0,0,True,0.2623462545577477,424,Rendah,0,QRIS + EDC,1.0,0.744918692552108,ml_pipeline_v2
M0240,Harmoni Kriya House,Fashion,clothing,retailer,Bogor,Sentul,Tidak,,491158473.0,2.0,0.110847,0.0008758051828715,0.0,3,76.0,1.0,0.0554235,27.0,0,9.0,20.012277391321227,11.0,12.0,3.9,2.0,1,0,0,True,0.3158119257445654,341,Rendah,0,QRIS + EDC,1.0,0.8694821794039093,ml_pipeline_v2
M0239,CV Makmur Apparel Sejahtera,Fashion,accessories,retailer,Bandung,Setiabudhi,Tidak,,2920593411.0,6.0,0.315132,0.0021514078516639,0.0136332268370607,10,26.0,0.5,0.0525219999999999,36.0,1,5.142857142857143,21.795052655867217,21.0,23.0,4.1,5.0,1,0,1,True,0.432949930271514,168,Sedang,0,QRIS + EDC,1.0,0.9412295442208258,ml_pipeline_v2
M0237,CV Sentosa Distribusi Nusantara,Fashion,textile,supplier,Bandung,Braga,Tidak,,677757721.0,5.0,0.302283,0.0020128155222668,0.0106428115015974,18,41.0,0.4,0.0604565999999999,29.0,0,4.833333333333333,20.334300439859845,12.0,19.0,0.0,4.0,0,1,0,True,0.37140791243269,237,Sedang,0,QRIS + EDC,1.0,0.7549615185964065,ml_pipeline_v2
M0232,Sentosa Tekstil Market,Fashion,accessories,retailer,Tangerang,BSD,Tidak,,830216551.0,10.0,0.600134,0.0040490431175945,0.0347961661341853,12,58.0,0.7,0.0600133999999999,32.0,1,2.909090909090909,20.53719713074896,8.0,23.0,3.7,2.0,1,0,0,True,0.7935427071557632,8,Tinggi,1,QRIS + EDC,1.0,0.8231467395729468,ml_pipeline_v2
M0231,UD Buana Apparel Indonesia,Fashion,textile,retailer,Depok,Cimanggis,Tidak,,3348840247.0,8.0,0.476066,0.0029418560050894,0.0160051118210862,7,67.0,0.625,0.05950825,52.0,1,5.777777777777778,21.931879928217327,13.0,21.0,3.7,5.0,1,0,1,True,0.6129793662888836,34,Tinggi,1,QRIS + EDC,1.0,0.9248280469552813,ml_pipeline_v2
M0230,Toko Busana Bu Ningsih,Fashion,accessories,retailer,Bogor,Dramaga,Tidak,,21491987.0,1.0,0.060606,0.0006007215274998,0.0,3,76.0,0.0,0.060606,18.0,0,9.0,16.883190772483402,12.0,22.0,4.1,1.0,1,0,1,True,0.0087403962066756,611,Rendah,0,QRIS,0.0,0.24601947861594667,ml_pipeline_v2
M0260,CV Buana Kriya Nusantara,Fashion,textile,retailer,Bekasi,Kemang Pratama,Tidak,,2800081798.0,1.0,0.061224,0.0006336962610041,0.0,18,41.0,0.0,0.061224,41.0,0,20.5,21.752914467629424,18.0,18.0,0.0,4.0,0,1,0,True,0.0113445686252723,606,Rendah,0,QRIS + EDC,1.0,0.9093002931003756,ml_pipeline_v2
M0259,PT Sinar Tekstil Sentosa,Fashion,footwear,retailer,Bandung,Cihampelas,Tidak,,1637492080.0,5.0,0.265983,0.0020308512420273,0.0051884984025559,17,39.0,1.0,0.0531966,41.0,0,6.833333333333333,21.21643168943145,13.0,27.0,0.0,3.0,0,1,1,True,0.5125771702250715,88,Tinggi,1,QRIS + EDC,1.0,0.7834866322616164,ml_pipeline_v2
M0224,PT Pelita Kriya Sentosa,Fashion,textile,retailer,Depok,Cinere,Tidak,,3476882469.0,5.0,0.28729,0.0019194698548257,0.0125290734824281,0,44.0,0.8,0.0574579999999999,37.0,0,6.166666666666667,21.96940188727256,12.0,31.0,3.9,4.0,1,0,0,True,0.4603290425469092,139,Sedang,0,QRIS + EDC,1.0,0.9638982399908849,ml_pipeline_v2
M0222,Grosir Kain Selaras,Fashion,textile,supplier,Bogor,Sentul,Tidak,,445364710.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0,0.0,19.914404079742983,11.0,10.0,3.7,2.0,1,0,1,False,0.0,628,Tidak Teranalisis,0,QRIS + EDC,1.0,0.8653002456380318,ml_pipeline_v2
M0220,PT Pusaka Distribusi Indonesia,Fashion,accessories,supplier,Tangerang,Karawaci,Tidak,,2336451768.0,4.0,0.2489299999999999,0.0017236844999227,0.0048613418530351,6,16.0,1.0,0.0622325,28.0,0,5.6,21.57189927747783,11.0,22.0,4.1,2.0,1,0,1,True,0.4624296257960687,135,Sedang,0,QRIS + EDC,1.0,0.9015566478805566,ml_pipeline_v2
M0218,Grosir Kain Pelita,Fashion,accessories,supplier,Jakarta,Kemang,Tidak,,43511656.0,1.0,0.096774,0.0015948963317384,0.0,2,2.0,1.0,0.096774,14.0,0,7.0,17.58853943717098,11.0,10.0,3.9,2.0,1,1,1,True,0.3421633975102917,270,Rendah,0,QRIS,0.0,0.13884807312014952,ml_pipeline_v2
M0214,Langgeng Tekstil Distribusi,Fashion,textile,supplier,Bekasi,Grand Galaxy,Tidak,,530631245.0,6.0,0.396403,0.0025130807741333,0.0116651757188498,0,44.0,0.6666666666666666,0.0660671666666666,35.0,1,5.0,20.089577885985346,7.0,24.0,0.0,1.0,0,1,1,True,0.524030393674164,72,Tinggi,1,QRIS,0.0,0.3979952999378316,ml_pipeline_v2
M0213,Adikara Tekstil Store,Fashion,footwear,retailer,Depok,Sawangan,Tidak,,276266521.0,5.0,0.306091,0.0023363934166653,0.0149827476038338,7,67.0,0.2,0.0612182,26.0,0,4.333333333333333,19.4368766171526,7.0,22.0,4.0,3.0,1,0,1,True,0.3463308392390382,257,Rendah,0,QRIS + EDC,1.0,0.6150025232491994,ml_pipeline_v2
M0244,PT Sejahtera Garmen Mandiri,Fashion,textile,retailer,Tangerang,BSD,Tidak,,2811180413.0,1.0,0.065789,0.0006575245312347,0.0,4,30.0,0.0,0.065789,47.0,0,23.5,21.75687030824136,11.0,16.0,4.0,4.0,1,0,1,True,0.0143791610979336,600,Rendah,0,QRIS + EDC,1.0,0.9041589419037631,ml_pipeline_v2
M0559,Toko Elektronik Arunika,Electronics,service,retailer,Bogor,Bogor Tengah,Tidak,,707574347.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0,0.0,20.377353267472937,20.0,19.0,3.8,3.0,1,1,0,False,0.0,628,Tidak Teranalisis,0,QRIS + EDC,1.0,0.9414836002452927,ml_pipeline_v2
M0207,Supplier Horeka Mandala,F&B,bakery,supplier,Tangerang,Cipondoh,Tidak,,41821965.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0,0.0,17.5489322618593,15.0,10.0,3.9,2.0,1,0,0,False,0.0,628,Tidak Teranalisis,0,QRIS,0.0,0.2324610770748841,ml_pipeline_v2
M0206,Kafe Berkah Cemerlang,F&B,bakery,retailer,Bandung,Braga,Tidak,,43101310.0,2.0,0.13,0.001053763311625,0.0016,0,44.0,1.0,0.065,16.0,0,5.333333333333333,17.57906397224478,12.0,9.0,3.4,3.0,1,1,0,True,0.3342935810088519,284,Rendah,0,QRIS,0.0,0.09763270557158664,ml_pipeline_v2
M0200,Grosir Bahan Pangan Nawasena,F&B,warung,supplier,Tangerang,Alam Sutera,Tidak,,256981739.0,4.0,0.240307,0.0016789516494014,0.0042479233226837,6,16.0,0.75,0.06007675,29.0,0,5.8,19.364515589751623,13.0,13.0,3.6,2.0,1,0,1,True,0.3942179124723567,204,Sedang,0,QRIS,0.0,0.3605857105834579,ml_pipeline_v2
M0197,CV Arunika Sajian Internasional,F&B,warung,retailer,Bekasi,Grand Galaxy,Tidak,,1545986691.0,5.0,0.30732,0.0019154679987923,0.0244345047923322,17,39.0,0.4,0.061464,38.0,0,6.333333333333333,21.15892817905389,8.0,16.0,0.0,3.0,0,0,1,True,0.3656404568441668,241,Sedang,0,QRIS + EDC,1.0,0.6435465472636006,ml_pipeline_v2
M0226,Pusat Tekstil Mbak Rani,Fashion,textile,supplier,Bogor,Dramaga,Tidak,,41689060.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0,0.0,17.54574932621642,7.0,17.0,3.6,1.0,1,1,1,False,0.0,628,Tidak Teranalisis,0,QRIS,0.0,0.26736969173337016,ml_pipeline_v2
M0192,PT Kencana Pangan Sejahtera,F&B,cafe,retailer,Tangerang,Karawaci,Tidak,,2497272661.0,8.0,0.485449,0.0028964747514399,0.0148242811501597,12,58.0,0.875,0.060681125,39.0,1,4.333333333333333,21.63846503811762,17.0,19.0,3.8,2.0,1,0,0,True,0.6747597891194443,22,Tinggi,1,QRIS + EDC,1.0,0.8625824952476523,ml_pipeline_v2
M0189,CV Sejahtera Boga Internasional,F&B,catering,retailer,Tangerang,Karawaci,Tidak,,23023655.0,1.0,0.071429,0.000641288289142,0.0,6,16.0,0.0,0.071429,16.0,0,8.0,16.952032767066466,13.0,26.0,3.7,1.0,1,0,1,True,0.014760735900639,599,Rendah,0,QRIS,0.0,0.06630887912934634,ml_pipeline_v2
M0187,CV Prima Distribusi Mandiri,F&B,warung,supplier,Bandung,Dago,Tidak,,2403913844.0,4.0,0.230129,0.0015981379386434,0.0060830670926517,18,41.0,0.5,0.05753225,42.0,0,8.4,21.600364014790813,12.0,22.0,3.4,3.0,1,0,1,True,0.3229107457371952,319,Rendah,0,QRIS + EDC,1.0,0.8130260475483467,ml_pipeline_v2
M0186,Mentari Boga Store,F&B,restaurant,retailer,Bogor,Tanah Sareal,Tidak,,332976811.0,2.0,0.1062029999999999,0.0008647148857003,0.0003220447284345,1,29.0,1.0,0.0531014999999999,27.0,0,9.0,19.62358341188655,10.0,22.0,3.2,1.0,1,1,1,True,0.3136943781145133,346,Rendah,0,QRIS,0.0,0.3678238435305432,ml_pipeline_v2
M0185,Arunika Horeka Store,F&B,warung,retailer,Tangerang,Karawaci,Tidak,,308321502.0,1.0,0.076923,0.0006511231422484,0.0,7,67.0,1.0,0.076923,24.0,0,12.0,19.546653637423844,6.0,22.0,3.5,1.0,1,1,0,True,0.2670236389397175,408,Rendah,0,QRIS,0.0,0.2593871873102647,ml_pipeline_v2
M0181,Arunika Rasa House,F&B,cafe,retailer,Bekasi,Harapan Indah,Tidak,,39604233.0,3.0,0.182738,0.0012978428045753,0.0016971246006389,17,39.0,0.6666666666666666,0.0609126666666666,30.0,0,7.5,17.49444658970118,8.0,17.0,3.9,1.0,1,0,0,True,0.3064447922759168,365,Rendah,0,QRIS,0.0,0.11685436903837827,ml_pipeline_v2
M0212,Busana Berseri Bersama,Fashion,textile,retailer,Bogor,Tanah Sareal,Tidak,,29970109.0,1.0,0.069767,0.000668010807094,0.0,1,29.0,1.0,0.069767,11.0,0,5.5,17.215711109623115,6.0,5.0,3.8,1.0,1,1,1,True,0.2662657591546358,413,Rendah,0,QRIS,0.0,0.13966325871869165,ml_pipeline_v2
M0549,Buana Komputer Store,Electronics,accessories,retailer,Bogor,Cibinong,Tidak,,719846408.0,4.0,0.251979,0.001823687287928,0.0151361022364217,3,76.0,0.5,0.06299475,29.0,0,5.8,20.394548426384915,7.0,19.0,0.0,2.0,0,1,0,True,0.3456561508312489,259,Rendah,0,QRIS + EDC,1.0,0.8234244264343994,ml_pipeline_v2
M0580,PT Buana Komputer Sentosa,Electronics,service,retailer,Bandung,Setiabudhi,Tidak,,9000000000.0,2.0,0.103333,0.0011887344078933,0.0031642172523961,4,30.0,1.0,0.0516665,54.0,0,18.0,22.920490414393743,14.0,53.0,3.8,2.0,1,1,0,True,0.3367806701674838,279,Rendah,0,QRIS + EDC,1.0,0.9700713917531885,ml_pipeline_v2
M0576,UD Gemilang Elektronik Persada,Electronics,gadget,retailer,Bandung,Setiabudhi,Tidak,,4080318426.0,6.0,0.328357,0.0023898092239531,0.0088383386581469,9,20.0,0.5,0.0547261666666666,54.0,1,7.714285714285714,22.1294408681504,12.0,22.0,3.5,2.0,1,0,1,True,0.4542287337700863,145,Sedang,0,QRIS + EDC,1.0,0.9359351544019365,ml_pipeline_v2
M0575,Toko Elektronik Sahabat,Electronics,service,retailer,Jakarta,Kuningan,Tidak,,28394703.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0,0.0,17.16171320686885,9.0,6.0,4.0,2.0,1,0,1,False,0.0,628,Tidak Teranalisis,0,QRIS,0.0,0.24913062201961667,ml_pipeline_v2
M0574,Buana Inovasi Market,Electronics,accessories,retailer,Tangerang,Alam Sutera,Tidak,,2953529821.0,2.0,0.104356,0.0011634781348293,0.0031642172523961,12,58.0,0.5,0.052178,45.0,0,15.0,21.80626684183344,8.0,22.0,0.0,3.0,0,1,1,True,0.2102048932613953,516,Rendah,0,QRIS + EDC,1.0,0.8106559719606341,ml_pipeline_v2
M0569,Servis Elektronik Bu Rina,Electronics,service,retailer,Bekasi,Jababeka,Tidak,,422637246.0,4.0,0.277621,0.001869072521103,0.0072996805111821,8,46.0,0.75,0.06940525,30.0,0,6.0,19.862024796981213,10.0,7.0,3.8,2.0,1,0,0,True,0.418679641118798,176,Sedang,0,QRIS + EDC,1.0,0.7895753655987656,ml_pipeline_v2
M0173,PT Mitra Boga Retailindo,F&B,cafe,retailer,Tangerang,Cipondoh,Tidak,,5516739014.0,3.0,0.164054,0.0013409451558667,0.0022031948881789,1,29.0,1.0,0.0546846666666666,42.0,0,10.5,22.43105276451689,24.0,28.0,0.0,5.0,0,0,0,True,0.3877262993756307,215,Sedang,0,QRIS + EDC,1.0,0.9404682756761368,ml_pipeline_v2
M0171,Warung Pak Rahmat,F&B,catering,retailer,Jakarta,Cempaka Putih,Tidak,,24276426.0,1.0,0.051948,0.000683432509092,0.0,14,29.0,1.0,0.051948,16.0,0,8.0,17.00501635517189,8.0,7.0,4.0,1.0,1,0,1,True,0.2624151845803776,423,Rendah,0,QRIS,0.0,0.05085446891327016,ml_pipeline_v2
M0170,Mandala Rasa Center,F&B,cafe,retailer,Depok,Cimanggis,Tidak,,5788802825.0,5.0,0.300278,0.0021049537301618,0.0140370607028753,8,46.0,0.4,0.0600556,45.0,0,7.5,22.47919134134921,14.0,27.0,3.4,3.0,1,0,0,True,0.3776399580984582,225,Sedang,0,QRIS + EDC,1.0,0.9482255090661649,ml_pipeline_v2
M0168,Cakrawala Kuliner Center,F&B,warung,retailer,Bandung,Braga,Tidak,,193126836.0,1.0,0.073171,0.0007772019862182,0.0,1,29.0,0.0,0.073171,23.0,0,11.5,19.078857717545155,8.0,15.0,4.0,3.0,1,0,1,True,0.0252691002420945,587,Rendah,0,QRIS,0.0,0.277794763835522,ml_pipeline_v2
M0195,Grosir Bahan Pangan Jelita,F&B,restaurant,supplier,Tangerang,Alam Sutera,Tidak,,278679643.0,1.0,0.052632,0.0005559486826916,0.0,12,58.0,0.0,0.052632,27.0,0,13.5,19.445573450674537,12.0,22.0,0.0,2.0,0,0,0,True,0.0032073915112293,620,Rendah,0,QRIS,0.0,0.4126005468173887,ml_pipeline_v2
M0194,Kedai Tunas Asri,F&B,restaurant,retailer,Tangerang,Gading Serpong,Tidak,,313961385.0,3.0,0.168495,0.0015436958889417,0.0044523961661341,14,29.0,0.6666666666666666,0.056165,31.0,0,7.75,19.564780561788247,11.0,22.0,4.5,3.0,1,0,1,True,0.3205846135442722,325,Rendah,0,QRIS,0.0,0.36663461452541957,ml_pipeline_v2
M0160,Rumah Makan Mahardika,F&B,warung,retailer,Depok,Cimanggis,Tidak,,27456211.0,2.0,0.15608,0.0014423997114438,0.0020958466453674,10,26.0,0.5,0.07804,17.0,0,5.666666666666667,17.128103002685236,12.0,7.0,3.5,1.0,1,0,0,True,0.2452472128016553,472,Rendah,0,QRIS,0.0,0.1234035440920531,ml_pipeline_v2
M0158,PT Mahardika Pangan Indonesia,F&B,cafe,retailer,Tangerang,Karawaci,Tidak,,2546121380.0,3.0,0.154761,0.0018139442840353,0.006323322683706,12,58.0,0.3333333333333333,0.051587,43.0,0,10.75,21.65783701112195,14.0,19.0,3.9,6.0,1,1,1,True,0.2533322126927239,458,Rendah,0,QRIS + EDC,1.0,0.709774428152999,ml_pipeline_v2
M0156,Dapur Bang Fajar,F&B,warung,retailer,Bogor,Cibinong,Tidak,,58116884.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0,0.0,17.87796679922178,9.0,14.0,3.7,1.0,1,0,0,False,0.0,628,Tidak Teranalisis,0,QRIS,0.0,0.37135756128392694,ml_pipeline_v2
M0155,Grosir Bahan Pangan Arunika,F&B,bakery,supplier,Jakarta,Thamrin,Tidak,,285733835.0,5.0,0.329359,0.0025791600935055,0.0108779552715654,0,44.0,0.6,0.0658718,32.0,0,5.333333333333333,19.47057129211009,8.0,19.0,0.0,1.0,0,0,1,True,0.4707425627463782,128,Sedang,0,QRIS,0.0,0.31051408835387856,ml_pipeline_v2
M0151,Makmur Sajian Market,F&B,catering,retailer,Jakarta,Tebet,Tidak,,2200849561.0,6.0,0.327761,0.0022699540461874,0.0198492012779552,15,53.0,0.6666666666666666,0.0546268333333333,50.0,1,7.142857142857143,21.5121092873138,15.0,33.0,3.8,3.0,1,0,1,True,0.4868917830589422,106,Sedang,0,QRIS + EDC,1.0,0.7611172734921307,ml_pipeline_v2
M0150,Distribusi Boga Mitra,F&B,warung,supplier,Depok,Cinere,Tidak,,801036140.0,2.0,0.112374,0.0008510265386571,0.0012984025559105,7,67.0,0.5,0.056187,41.0,0,13.666666666666666,20.50141662386495,10.0,15.0,0.0,2.0,0,0,1,True,0.1894124352646236,550,Rendah,0,QRIS + EDC,1.0,0.5021696996384696,ml_pipeline_v2
M0180,Prima Horeka Center,F&B,catering,retailer,Jakarta,Menteng,Tidak,,672623998.0,9.0,0.48757,0.0036103755132211,0.0206773162939297,18,41.0,0.6666666666666666,0.0541744444444444,38.0,1,3.8,20.32669703757353,17.0,23.0,4.2,3.0,1,0,0,True,0.6986325483872249,17,Tinggi,1,QRIS + EDC,1.0,0.7084937084550882,ml_pipeline_v2
M0178,PT Gemilang Sajian Sejahtera,F&B,warung,retailer,Bandung,Setiabudhi,Tidak,,3541317453.0,5.0,0.2910129999999999,0.0020492997789665,0.0048869009584664,18,41.0,0.4,0.0582026,44.0,0,7.333333333333333,21.98776465700384,14.0,57.0,3.5,4.0,1,1,0,True,0.37094334558673,238,Sedang,0,QRIS + EDC,1.0,0.8706009053826831,ml_pipeline_v2
M0565,Toko Elektronik Nawasena,Electronics,computer,retailer,Bekasi,Harapan Indah,Tidak,,675901966.0,5.0,0.381579,0.0023835361058167,0.0147118210862619,8,46.0,0.6,0.0763158,27.0,0,4.5,20.331558604260163,12.0,19.0,0.0,2.0,0,0,0,True,0.4709359742147456,127,Sedang,0,QRIS + EDC,1.0,0.8426131586571524,ml_pipeline_v2
M0596,CV Sinar Auto Retailindo,Automotive,sparepart,retailer,Bogor,Dramaga,Tidak,,292841697.0,5.0,0.292189,0.0019162667582903,0.0133776357827476,3,76.0,0.8,0.0584378,30.0,0,5.0,19.495142741114105,12.0,7.0,3.6,2.0,1,1,0,True,0.4614641288369414,136,Sedang,0,QRIS + EDC,1.0,0.7704369923524201,ml_pipeline_v2
M0145,PT Sejahtera Rasa Niaga Raya,F&B,cafe,retailer,Bandung,Braga,Tidak,,6734337678.0,6.0,0.320028,0.0021838715713779,0.0113329073482428,18,41.0,0.6666666666666666,0.0533379999999999,52.0,1,7.428571428571429,22.630485301809703,12.0,24.0,0.0,3.0,0,1,1,True,0.4783805199801497,113,Sedang,0,QRIS + EDC,1.0,0.7615898824865229,ml_pipeline_v2
M0142,PT Nawasena Pangan Sejahtera,F&B,catering,retailer,Depok,Cimanggis,Tidak,,1736060788.0,3.0,0.175386,0.0013810093269681,0.0039769968051118,0,44.0,0.3333333333333333,0.058462,38.0,0,9.5,21.274884469276568,10.0,19.0,0.0,2.0,0,1,0,True,0.2271853878124503,487,Rendah,0,QRIS + EDC,1.0,0.6767608504618576,ml_pipeline_v2
M0141,Selaras Sajian Distribusi,F&B,restaurant,supplier,Bekasi,Harapan Indah,Tidak,,299080234.0,5.0,0.325724,0.0024699953359227,0.0148907348242811,13,28.0,1.0,0.0651448,26.0,0,4.333333333333333,19.516222439838625,11.0,28.0,3.5,3.0,1,0,0,True,0.5616765119850684,57,Tinggi,1,QRIS,0.0,0.4950584800965932,ml_pipeline_v2
M0140,Anugerah Pangan Market,F&B,restaurant,retailer,Bandung,Cihampelas,Tidak,,365319940.0,5.0,0.269451,0.0018293068837673,0.0049124600638977,18,41.0,0.2,0.0538902,28.0,0,4.666666666666667,19.716284078285494,12.0,12.0,3.6,3.0,1,0,0,True,0.2986882241530002,373,Rendah,0,QRIS + EDC,1.0,0.6158845106042552,ml_pipeline_v2
M0139,Supplier Horeka Tunas,F&B,cafe,supplier,Tangerang,Karawaci,Tidak,,55456760.0,6.0,0.354342,0.0023849660122214,0.0133520766773162,12,58.0,0.5,0.059057,23.0,1,3.2857142857142856,17.8311141939942,14.0,17.0,0.0,2.0,0,1,0,True,0.4611449410843793,137,Sedang,0,QRIS,0.0,0.07864333299329833,ml_pipeline_v2
M0164,PT Mentari Boga Nusantara,F&B,cafe,retailer,Jakarta,Menteng,Tidak,,2067441519.0,2.0,0.102632,0.000759543757527,0.0,3,76.0,0.5,0.051316,40.0,0,13.333333333333334,21.44957769909328,17.0,33.0,3.8,3.0,1,1,0,True,0.1799406872292373,557,Rendah,0,QRIS + EDC,1.0,0.8007724745058633,ml_pipeline_v2
M0607,PT Selaras Motor Persada,Automotive,bengkel,retailer,Tangerang,Gading Serpong,Tidak,,6409605284.0,2.0,0.112015,0.0010926936430858,0.0005367412140575,17,39.0,1.0,0.0560075,52.0,0,17.333333333333332,22.581063527979868,13.0,21.0,4.0,3.0,1,1,0,True,0.3321298087253272,290,Rendah,0,QRIS + EDC,1.0,0.9518487352130321,ml_pipeline_v2
M0606,Lentera Otomotif Store,Automotive,accessories,retailer,Bandung,Cihampelas,Tidak,,331352936.0,3.0,0.183357,0.0012876330315058,0.0082862619808306,4,30.0,0.3333333333333333,0.061119,27.0,0,6.75,19.61869464019848,10.0,12.0,3.3,1.0,1,0,1,True,0.2225319634829665,494,Rendah,0,QRIS + EDC,1.0,0.6778065439554722,ml_pipeline_v2
M0605,Arunika Mobilitas Market,Automotive,sparepart,retailer,Jakarta,Pluit,Tidak,,554312268.0,2.0,0.152632,0.0013197177673232,0.0012677316293929,0,44.0,1.0,0.076316,28.0,0,9.333333333333334,20.13323874836842,7.0,24.0,0.0,3.0,0,1,0,True,0.3602368961928103,244,Sedang,0,QRIS + EDC,1.0,0.6258430191617073,ml_pipeline_v2
M0601,PT Cakrawala Garage Persada,Automotive,dealer,retailer,Jakarta,Senayan,Tidak,,2709252282.0,6.0,0.416994,0.0029779483775263,0.0128971246006389,15,53.0,0.5,0.0694989999999999,49.0,1,7.0,21.71993852343566,9.0,33.0,4.2,3.0,1,0,1,True,0.5224014141836851,76,Tinggi,1,QRIS + EDC,1.0,0.8966358142964662,ml_pipeline_v2
M0598,Bengkel Sahabat Motor,Automotive,sparepart,retailer,Tangerang,Alam Sutera,Tidak,,633187084.0,4.0,0.215519,0.0014730921608017,0.0025047923322683,12,58.0,0.75,0.05387975,34.0,0,6.8,20.26627648936388,3.0,20.0,4.0,3.0,1,0,0,True,0.3721018634326015,235,Sedang,0,QRIS + EDC,1.0,0.7804485869030151,ml_pipeline_v2
M0128,Sinar Pangan Store,F&B,restaurant,retailer,Jakarta,Sudirman,Tidak,,295723551.0,3.0,0.181529,0.0013641350688844,0.0044063897763578,13,28.0,0.3333333333333333,0.0605096666666666,24.0,0,6.0,19.504935629943137,9.0,14.0,3.6,3.0,1,0,1,True,0.2276607138292032,484,Rendah,0,QRIS,0.0,0.38531723852650646,ml_pipeline_v2
