merchant_id,nama,kategori,sub_kategori,tipe,kota,kecamatan,is_nasabah_bni,produk_bni,tgl_registrasi,status,avg_omzet_bulanan,degree,weighted_degree,pagerank,betweenness,community_id,community_size,connected_bni_ratio,avg_neighbor_jaccard,n_customers,lama_beroperasi_tahun,jumlah_karyawan,rating_google,jumlah_outlet,has_website,has_social_media,has_rating,is_hub,customer_density,log_pagerank,log_omzet,log_weighted_degree,log_n_customers,avg_amount_per_transactions,edc_ratio,qris_ratio
M0260,Butik Makmur,Fashion,textile,retailer,Bekasi,Kemang Pratama,Tidak,,,,131849364.0,2.0,0.108128,0.0009474378151358932,0.0013684501798606394,9,62.0,1.0,0.054064,44.0,15.0,47.0,3.9,2.0,0,0,1,0,14.666666666666666,2.348932099020628,18.697170654673094,0.10267210511847434,3.8066624897703196,134063.68181818182,0.38636363,0.4318182
M0076,Resto Maju,F&B,bakery,retailer,Depok,Sawangan,Ya,QRIS,2024-12-27,aktif,137579467.0,4.0,0.231316,0.0015532851858340274,0.004055039871204689,3,31.0,0.75,0.057829,48.0,6.0,46.0,3.8,1.0,0,1,1,0,9.6,2.8053494231673795,18.739712257213554,0.20808351612842896,3.8918202981106265,166440.6326530612,0.3265306,0.5714286
M0315,Fashion Purnama,Fashion,clothing,retailer,Tangerang,Cipondoh,Ya,"EDC, QRIS",2024-01-26,aktif,212601680.0,2.0,0.10639499999999999,0.000873903711084289,0.0009559026991673585,14,48.0,0.5,0.053197499999999995,45.0,13.0,7.0,3.6,2.0,0,0,1,0,15.0,2.2761422535111686,19.174930930708218,0.10110698219695628,3.828641396489095,179893.58695652173,0.45652175,0.41304347
M0306,Outlet Berkah,Fashion,footwear,retailer,Jakarta,Senayan,Ya,"EDC, QRIS",2022-01-16,aktif,72972604.0,1.0,0.053763,0.0004961632848836839,0.0,1,28.0,1.0,0.053763,46.0,14.0,39.0,0.0,1.0,0,1,0,0,23.0,1.7853444114805435,18.105594654707165,0.05236756714988153,3.8501476017100584,199114.8085106383,0.29787233,0.4893617
M0261,Toko Baju Purnama,Fashion,textile,retailer,Tangerang,Gading Serpong,Ya,QRIS,2020-09-23,aktif,28509917.0,1.0,0.054348,0.0006204914431669968,0.0,8,53.0,1.0,0.054348,42.0,1.0,4.0,3.1,2.0,0,0,1,0,21.0,1.974763353138071,17.165762584700925,0.05292256640278252,3.7612001156935624,122643.72727272728,0.38636363,0.3181818
M0303,Toko Baju Buana,Fashion,textile,retailer,Depok,Margonda,Ya,QRIS,2024-07-25,aktif,128644615.0,7.0,0.369201,0.0021600311963019324,0.021121676351470327,8,53.0,0.7142857142857143,0.052743,65.0,11.0,12.0,4.0,1.0,0,0,1,0,8.125,3.117963709856392,18.672564245835726,0.3142273580271176,4.189654742026425,228644.20588235295,0.27941176,0.3970588
M0586,Gadget Karya,Electronics,computer,retailer,Bandung,Setiabudhi,Ya,QRIS,2020-08-12,aktif,82095891.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,13.0,27.0,3.9,1.0,0,1,1,0,0.0,0.0,18.223398536629983,0.0,0.0,143571.83333333334,0.46666667,0.43333334
M0242,PT Tekstil Bang Jali,Fashion,footwear,supplier,Tangerang,BSD,Ya,QRIS,2021-01-04,aktif,268459560.0,25.0,1.965045,0.005978274268623409,0.01097275677307373,16,46.0,0.76,0.0786018,361.0,13.0,70.0,3.1,1.0,0,0,1,1,13.884615384615385,4.107305911285198,19.408210849769503,1.0868922094002855,5.8916442118257715,466372.5591939547,0.14105794,0.26700252
M0060,Dapur Harmoni,F&B,bakery,retailer,Bandung,Cihampelas,Tidak,,,,157981834.0,5.0,0.267367,0.0021293974104527953,0.00785852640052323,8,53.0,0.2,0.053473400000000004,56.0,2.0,4.0,3.7,2.0,0,1,1,0,9.333333333333334,3.1043164224223037,18.877990616027443,0.23694152001109275,4.04305126783455,132725.37288135593,0.3898305,0.47457626
M0648,CV Sparepart Buana,Automotive,dealer,supplier,Depok,Sawangan,Ya,"EDC, QRIS",2024-02-19,aktif,281759409.0,8.0,0.432193,0.0024570072592005883,0.01779991447186376,12,67.0,0.75,0.054024125000000006,50.0,19.0,83.0,3.4,3.0,1,1,1,1,5.555555555555555,3.2414226282511924,19.456564108729285,0.35920683599322534,3.9318256327243257,405368.92452830187,0.1509434,0.1509434
M0576,Digital Makmur,Electronics,gadget,retailer,Bandung,Setiabudhi,Ya,EDC,2020-11-30,aktif,8975221.0,1.0,0.055172,0.00046153846717569575,0.0,0,39.0,1.0,0.055172,61.0,11.0,17.0,4.6,2.0,0,1,1,0,30.5,1.7255100937257646,16.009978227408748,0.05370378681492142,4.127134385045092,171991.16129032258,0.38709676,0.43548387
M0655,UD Oli Bersama,Automotive,dealer,supplier,Jakarta,Kelapa Gading,Ya,EDC,2024-01-01,aktif,2305786898.0,7.0,0.374119,0.001997209239930845,0.012054436143184162,7,40.0,1.0,0.053445571428571426,96.0,2.0,92.0,4.5,2.0,0,1,1,0,12.0,3.043192620542105,21.558687842987943,0.3178127984923666,4.574710978503383,561032.3131313132,0.18181819,0.23232323
M0309,CV Konveksi Mbak Sri,Fashion,accessories,supplier,Bogor,Tanah Sareal,Tidak,,,,455851613.0,8.0,0.459287,0.0017935238964581395,0.011108595577692249,16,46.0,0.75,0.057410875,121.0,14.0,87.0,3.6,1.0,0,0,1,1,13.444444444444445,2.9410246815319208,19.937677906627286,0.3779479602711527,4.804021044733257,457760.6666666667,0.15873016,0.26190478
M0204,Kedai Sukses,F&B,warung,retailer,Depok,Cinere,Ya,"EDC, QRIS",2022-07-09,aktif,169509892.0,4.0,0.205444,0.001543817074853009,0.005342992981661761,4,22.0,1.0,0.05136099999999999,42.0,8.0,29.0,0.0,1.0,0,1,0,0,8.4,2.7996061150996674,18.948421848863273,0.18684796380645044,3.7612001156935624,123902.19047619047,0.35714287,0.4047619
M0038,Warung Makmur,F&B,cafe,retailer,Bogor,Sentul,Tidak,,,,11254705.0,1.0,0.05,0.000593921435579402,0.0,7,40.0,1.0,0.05,51.0,15.0,29.0,4.6,3.0,0,1,1,0,25.5,1.937188562893519,16.236296910258112,0.04879016416943201,3.9512437185814275,185215.29411764705,0.23529412,0.5294118
M0201,PT Distributor Mas Bro,F&B,restaurant,supplier,Bekasi,Unknown,Ya,"EDC, QRIS",2025-07-18,aktif,391787393.0,4.0,0.22031,0.001601593995317278,0.0029331119663924734,2,31.0,0.75,0.055077499999999995,21.0,4.0,29.0,3.4,2.0,0,1,1,0,4.2,2.8341505490466683,19.786229888378234,0.19910492482830014,3.091042453358316,454951.7727272727,0.22727273,0.13636364
M0205,PT Distributor Gemilang,F&B,warung,supplier,Bandung,Buah Batu,Ya,"EDC, QRIS",2025-04-04,aktif,97744208.0,24.0,1.709623,0.0051860877370627405,0.012175181747289513,16,46.0,0.75,0.07123429166666667,260.0,7.0,80.0,3.3,1.0,0,0,1,1,10.4,3.96766350704497,18.397864512108065,0.9968095108231612,5.564520407322694,481014.8007246377,0.1557971,0.22463769
M0499,Gadget Anugrah,Electronics,gadget,retailer,Bekasi,Grand Galaxy,Ya,EDC,2019-09-03,aktif,29857408.0,2.0,0.11054800000000001,0.0009423444290377516,0.0010917415037858778,14,48.0,0.5,0.055274000000000004,58.0,17.0,19.0,4.2,1.0,0,0,1,0,19.333333333333332,2.344057527808383,17.211943574709643,0.10485358719129992,4.07753744390572,177542.55,0.26666668,0.5833333
M0679,Motor Anugrah,Automotive,sparepart,retailer,Bogor,Cibinong,Ya,"EDC, QRIS",2023-06-12,aktif,152413922.0,1.0,0.05102,0.0005713102580197616,0.0,7,40.0,1.0,0.05102,50.0,4.0,7.0,0.0,1.0,0,0,0,0,25.0,1.9040612256677525,18.842110555311624,0.04976112120947388,3.9318256327243257,132606.66666666666,0.27450982,0.49019608
M0217,Fashion Mulia,Fashion,clothing,retailer,Bogor,Tanah Sareal,Ya,QRIS,2022-09-12,aktif,32751434.0,3.0,0.154464,0.0010289894326343614,0.005126657107639675,8,53.0,0.3333333333333333,0.051488,51.0,11.0,11.0,4.7,1.0,0,1,1,0,12.75,2.423908018183631,17.3044573358795,0.14363616699622103,3.9512437185814275,261163.98039215687,0.3529412,0.43137255
M0697,Motor Berkah,Automotive,bengkel,retailer,Bandung,Buah Batu,Tidak,,,,88059186.0,3.0,0.15326499999999998,0.0010802027112702393,0.0025507508867255303,10,29.0,1.0,0.051088333333333326,35.0,11.0,30.0,3.1,1.0,0,1,1,0,8.75,2.4682713059296093,18.29351972590768,0.14259705009134493,3.58351893845611,163854.94594594595,0.21621622,0.5675676
M0009,Bakery Berkah,F&B,bakery,retailer,Tangerang,Cipondoh,Tidak,,,,43032794.0,6.0,0.327918,0.002382064456996738,0.007123990642215682,9,62.0,0.8333333333333334,0.054653,57.0,11.0,28.0,0.0,5.0,0,1,0,0,8.142857142857142,3.2116757492203716,17.577473057388097,0.28361230215986655,4.060443010546419,113700.56896551725,0.3448276,0.5689655
M0251,Fashion Pak Haji,Fashion,textile,retailer,Bandung,Dago,Ya,EDC,2023-11-04,aktif,21108881.0,5.0,0.262802,0.0015404520677154451,0.009609337660050813,12,67.0,0.6,0.05256039999999999,63.0,16.0,30.0,0.0,3.0,1,0,0,0,10.5,2.7975569478913864,16.865204457739896,0.23333306148251692,4.1588830833596715,151790.86153846153,0.36923078,0.4923077
M0687,Motor Pak Haji,Automotive,dealer,retailer,Tangerang,BSD,Tidak,,,,52889063.0,1.0,0.060976,0.0005999441974150226,0.0,9,62.0,0.0,0.060976,47.0,4.0,13.0,0.0,1.0,0,0,0,0,23.5,1.9458304278991272,17.783707145778365,0.05918923920635492,3.871201010907891,302996.3962264151,0.41509435,0.49056605
M0017,Kafe Abadi,F&B,restaurant,retailer,Bogor,Cibinong,Tidak,,,,26388846.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,12.0,10.0,3.9,1.0,0,1,1,0,0.0,0.0,17.08845201673307,0.0,0.0,160730.08474576272,0.3220339,0.5254237
M0155,PT Distributor Makmur,F&B,bakery,supplier,Jakarta,Thamrin,Ya,"EDC, QRIS",2024-06-14,aktif,291107222.0,11.0,0.630193,0.003013788327492616,0.020909113777576534,0,39.0,0.6363636363636364,0.057290272727272724,92.0,15.0,30.0,4.4,1.0,0,0,1,1,7.666666666666667,3.438425189622977,19.489202221187135,0.4886984127173386,4.532599493153256,460025.21276595746,0.07446808,0.26595744
M0318,PT Tekstil Mandiri,Fashion,textile,supplier,Bekasi,Kemang Pratama,Ya,"EDC, QRIS",2019-02-18,aktif,229585621.0,3.0,0.186094,0.0013414279966660002,0.003058888637335547,14,48.0,0.6666666666666666,0.062031333333333334,47.0,7.0,75.0,0.0,1.0,0,1,0,0,11.75,2.6682193795590763,19.25178659849763,0.17066555544490164,3.871201010907891,410912.8,0.08,0.24
M0682,Motor Surya,Automotive,accessories,retailer,Depok,Sawangan,Tidak,,,,23768064.0,8.0,0.49225,0.0030658857986612586,0.01251226322541695,14,48.0,0.75,0.061531249999999996,59.0,10.0,15.0,0.0,1.0,0,0,0,1,6.555555555555555,3.455017982627699,16.983853430890278,0.4002850480666222,4.0943445622221,182786.75,0.43333334,0.35
M0481,PT Distribusi Nusantara,Grocery,toko_kelontong,supplier,Tangerang,BSD,Ya,QRIS,2021-12-31,aktif,265643549.0,11.0,0.618804,0.003260938577228164,0.03321007219580912,16,46.0,0.6363636363636364,0.05625490909090909,95.0,11.0,40.0,0.0,2.0,1,0,0,1,7.916666666666667,3.514805366422198,19.397665930498704,0.4816876049826684,4.564348191467836,483991.13402061857,0.16494845,0.30927834
M0084,Bakery Pak Haji,F&B,restaurant,retailer,Bekasi,Kemang Pratama,Ya,QRIS,2022-01-20,aktif,41183852.0,4.0,0.212947,0.0017208795260894938,0.005021004704047493,14,48.0,1.0,0.053236750000000006,54.0,14.0,15.0,3.8,1.0,0,0,1,0,10.8,2.901904733445258,17.5335568200243,0.19305293568499077,4.007333185232471,155530.45614035087,0.31578946,0.49122807
M0340,Butik Barokah,Fashion,clothing,retailer,Bekasi,Grand Galaxy,Ya,"EDC, QRIS",2025-03-19,aktif,39533062.0,4.0,0.223707,0.00153708352257415,0.006696349961009232,11,31.0,0.5,0.05592675,50.0,8.0,38.0,0.0,5.0,0,0,0,0,10.0,2.7955014118127863,17.49264791772511,0.2018847763494207,3.9318256327243257,145518.90384615384,0.34615386,0.46153846
M0403,CV Grosir Kang Asep,Grocery,supermarket,supplier,Jakarta,Kuningan,Tidak,,,,295504599.0,5.0,0.259216,0.00171046639575079,0.013513445526123814,12,67.0,0.2,0.0518432,68.0,16.0,98.0,0.0,1.0,0,1,0,0,11.333333333333334,2.896169582289091,19.504194961525137,0.23048930508058005,4.23410650459726,468042.54285714286,0.15714286,0.2
M0609,Bengkel Prima,Automotive,accessories,retailer,Depok,Cimanggis,Ya,EDC,2021-11-26,aktif,13245279.0,3.0,0.169122,0.001302481991340501,0.0024450984831333486,5,38.0,0.6666666666666666,0.056374,47.0,6.0,41.0,3.2,1.0,0,0,1,0,11.75,2.6408286109273917,16.39915182051771,0.15625303974768842,3.871201010907891,171431.10204081633,0.40816328,0.5102041
M0218,UD Kain Anugrah,Fashion,accessories,supplier,Jakarta,Kemang,Ya,QRIS,2020-10-16,aktif,243479939.0,13.0,0.703528,0.0039231739461767405,0.04671848665509521,11,31.0,0.6923076923076923,0.05411753846153847,93.0,10.0,46.0,0.0,1.0,0,0,0,1,6.642857142857143,3.694656222953075,19.310545115163155,0.5327013947316744,4.543294782270004,499912.2574257426,0.14851485,0.27722773
M0371,PT Distribusi Mas Bro,Grocery,minimarket,supplier,Bandung,Setiabudhi,Tidak,,,,300094546.0,7.0,0.410069,0.002177244602307448,0.009086106708927628,0,39.0,0.7142857142857143,0.05858128571428571,91.0,14.0,8.0,4.9,1.0,0,1,1,0,11.375,3.125551297366129,19.51960813963571,0.34363863936295436,4.5217885770490405,420301.3541666667,0.13541667,0.30208334
M0474,Mart Anugrah,Grocery,supermarket,retailer,Tangerang,Karawaci,Ya,QRIS,2023-02-04,aktif,224679801.0,4.0,0.220393,0.0014870937489458143,0.004920383367293034,9,62.0,0.75,0.05509825,53.0,1.0,1.0,3.8,1.0,0,1,1,0,10.6,2.7644896058533175,19.23018684437478,0.19917293801960773,3.9889840465642745,170952.67272727273,0.18181819,0.7090909
M0092,Kedai Persada,F&B,catering,retailer,Tangerang,Gading Serpong,Tidak,,,,69545840.5,5.0,0.279773,0.0017597408225857826,0.0074057303851281665,1,28.0,0.4,0.0559546,70.0,20.0,17.0,4.6,1.0,0,1,1,0,11.666666666666666,2.9230222283142444,18.057496683029246,0.2466827184542635,4.2626798770413155,915477.0810810811,0.35135135,0.4054054
M0003,Toko Grosir Persada,F&B,restaurant,supplier,Tangerang,Alam Sutera,Tidak,,,,494051751.0,2.0,0.113747,0.0008513931583682278,0.0011018036374613237,12,67.0,1.0,0.0568735,42.0,6.0,90.0,3.9,1.0,1,0,1,0,14.0,2.252757206864019,20.018150830798735,0.10773000619656066,3.7612001156935624,477936.0714285714,0.23809524,0.21428572
M0029,Kedai Bang Jali,F&B,bakery,retailer,Tangerang,Karawaci,Tidak,,,,38241244.0,3.0,0.159673,0.0011033362328175197,0.0031142303725504995,1,28.0,0.3333333333333333,0.05322433333333334,57.0,3.0,13.0,3.7,2.0,0,1,1,0,14.25,2.487682986211468,17.45942520314887,0.1481380688262476,4.060443010546419,140714.50877192983,0.33333334,0.45614034
M0133,Kedai Sukses,F&B,cafe,retailer,Jakarta,Pluit,Tidak,,,,25239648.0,4.0,0.249597,0.0016063698401359177,0.0019168364651724397,11,31.0,0.5,0.06239925,40.0,6.0,48.0,3.9,1.0,0,1,1,0,8.0,2.8369533064558423,17.043926689042966,0.2228210993321568,3.713572066704308,127439.90243902439,0.34146342,0.58536583
M0607,Auto Nusantara,Automotive,bengkel,retailer,Tangerang,Gading Serpong,Ya,QRIS,2022-09-24,aktif,32723031.0,6.0,0.33054300000000003,0.002045887956905665,0.013282016451588559,14,48.0,0.8333333333333334,0.05509050000000001,49.0,8.0,24.0,0.0,1.0,1,0,0,0,7.0,3.0661385256371596,17.303589730442354,0.28558712959055865,3.912023005428146,160733.07843137256,0.29411766,0.5294118
M0188,PT Distributor Jaya,F&B,restaurant,supplier,Bogor,Sentul,Ya,"EDC, QRIS",2021-05-13,aktif,277612515.0,6.0,0.329044,0.0016015470174454718,0.007707594395391542,6,29.0,0.6666666666666666,0.054840666666666656,99.0,1.0,73.0,0.0,1.0,0,0,0,0,14.142857142857142,2.834122940509947,19.441736872035893,0.2844598867827628,4.605170185988092,469508.56074766355,0.24299066,0.22429906
M0646,UD Oli Makmur,Automotive,dealer,supplier,Bogor,Sentul,Ya,"EDC, QRIS",2024-04-25,aktif,236585717.0,4.0,0.239404,0.0009730216924035699,0.0011269589716499384,16,46.0,0.75,0.059851,102.0,4.0,98.0,3.1,2.0,0,0,1,0,20.4,2.3730637730305846,19.281821144203942,0.21463061890874344,4.634728988229636,469034.9345794392,0.14018692,0.21495327
M0680,Motor Citra,Automotive,bengkel,retailer,Jakarta,Kelapa Gading,Tidak,,,,206208754.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,3.0,29.0,3.8,1.0,0,0,1,0,0.0,0.0,19.14439958742367,0.0,0.0,761141.4468085107,0.31914893,0.5106383
M0131,Bakery Prima,F&B,catering,retailer,Depok,Unknown,Ya,"EDC, QRIS",2023-11-04,aktif,16262996.0,3.0,0.177933,0.0012510970141915074,0.001645158855935401,14,48.0,0.6666666666666666,0.059311,53.0,17.0,35.0,4.9,1.0,0,0,1,0,13.25,2.6035019585660524,16.60440296244276,0.16376120755076992,3.9889840465642745,158066.52727272728,0.38181818,0.36363637
M0427,Mart Prima,Grocery,toko_kelontong,retailer,Depok,Cimanggis,Tidak,,,,27551537.0,1.0,0.066667,0.0006532005786462272,0.0,6,29.0,0.0,0.066667,51.0,9.0,33.0,3.2,1.0,1,1,1,0,25.5,2.019161379045045,17.13156891777632,0.06453883363752234,3.9512437185814275,185840.21153846153,0.3846154,0.34615386
M0620,PT Otomotif Sumber,Automotive,dealer,supplier,Bogor,Cibinong,Tidak,,,,262172087.0,4.0,0.210071,0.0014149943945293707,0.007295046914698262,2,31.0,0.5,0.05251775,56.0,10.0,46.0,3.4,1.0,0,0,1,0,11.2,2.7179968319679197,19.384511670538096,0.19067903557313207,4.04305126783455,505179.1206896552,0.10344828,0.15517241
M0475,Swalayan Mandiri,Grocery,toko_kelontong,retailer,Bekasi,Jababeka,Tidak,,,,288576548.0,4.0,0.216935,0.0014060912717073874,0.009875984202450129,8,53.0,1.0,0.05423375,49.0,14.0,20.0,4.5,1.0,0,1,1,0,9.8,2.712102825918707,19.480470943206193,0.19633540255437318,3.912023005428146,168082.91836734695,0.3265306,0.46938777
M0517,PT Elektronik Bu Tini,Electronics,accessories,supplier,Bogor,Cibinong,Ya,QRIS,2021-08-12,aktif,439317854.0,1.0,0.059829,0.0007090378196211464,0.0,13,36.0,1.0,0.059829,60.0,11.0,92.0,0.0,1.0,0,1,0,0,30.0,2.0906754785823494,19.900733752326747,0.05810757435566625,4.110873864173311,474218.1515151515,0.16666667,0.25757575
M0535,CV Tech Supply Mulia,Electronics,computer,supplier,Depok,Cinere,Ya,QRIS,2024-01-14,aktif,174691324.0,5.0,0.291053,0.001925853597191352,0.004900259099942143,4,22.0,0.8,0.0582106,44.0,10.0,5.0,0.0,1.0,0,1,0,0,7.333333333333333,3.008576234211168,18.978531117317264,0.2554581644687761,3.8066624897703196,475649.5333333333,0.08888889,0.24444444
M0327,Fashion Indonesia,Fashion,accessories,retailer,Bekasi,Grand Galaxy,Ya,QRIS,2025-08-20,aktif,186194016.0,4.0,0.24252300000000002,0.0015629997224201457,0.002284104344326214,8,53.0,0.5,0.060630750000000004,44.0,9.0,11.0,4.3,1.0,0,1,1,0,8.8,2.8112081262896966,19.04229979017499,0.21714398988371747,3.8066624897703196,284705.5652173913,0.3043478,0.5217391
M0658,Motor Anugrah,Automotive,accessories,retailer,Tangerang,Alam Sutera,Ya,QRIS,2022-06-15,aktif,64249687.0,4.0,0.234189,0.0014264764112383503,0.002253917943299877,8,53.0,0.75,0.05854725,49.0,14.0,2.0,4.3,1.0,0,0,1,0,9.8,2.7255471732265346,17.978287425696685,0.21041407420914002,3.912023005428146,215820.82352941178,0.25490198,0.60784316
M0544,Toko IT Maju,Electronics,accessories,retailer,Bekasi,Grand Galaxy,Ya,"EDC, QRIS",2024-03-04,aktif,240303137.0,6.0,0.345852,0.002006369727700645,0.0068372198324654744,12,67.0,0.6666666666666666,0.057642,59.0,18.0,5.0,0.0,1.0,0,0,0,0,8.428571428571429,3.0475510505091967,19.297411759298086,0.29702726975351834,4.0943445622221,597240.4915254237,0.15254237,0.62711865
M0276,Fashion Anugrah,Fashion,clothing,retailer,Bekasi,Summarecon,Tidak,,,,99522382.0,8.0,0.44574600000000003,0.00262277394928913,0.020803461373984353,12,67.0,0.375,0.05571825,49.0,4.0,47.0,3.9,1.0,0,0,1,1,5.444444444444445,3.304236287921722,18.41589313160416,0.3686254513222923,3.912023005428146,206760.75,0.44230768,0.3846154
M0138,Warung Purnama,F&B,bakery,retailer,Tangerang,Karawaci,Ya,EDC,2023-10-27,aktif,49138069.0,8.0,0.448188,0.0028471819474813515,0.013186426181671823,8,53.0,0.625,0.0560235,51.0,13.0,31.0,4.3,2.0,0,0,1,1,5.666666666666667,3.3834345347424346,17.710144648746727,0.3703131197899309,3.9512437185814275,232050.7962962963,0.2777778,0.6296296
M0082,RM Mas Bro,F&B,bakery,retailer,Tangerang,Cipondoh,Ya,QRIS,2024-02-03,aktif,90548965.0,4.0,0.212499,0.0015024595063667515,0.008703745629260684,5,38.0,0.5,0.05312475,54.0,11.0,36.0,4.8,3.0,0,0,1,0,10.8,2.7741247334495576,18.32140132312303,0.19268351908689307,4.007333185232471,361480.94444444444,0.3888889,0.5
M0362,Swalayan Gemilang,Grocery,toko_kelontong,retailer,Bekasi,Summarecon,Tidak,,,,260852330.0,2.0,0.103479,0.0008365710993332371,0.0007043493572812115,12,67.0,0.5,0.0517395,54.0,11.0,42.0,0.0,5.0,0,1,0,0,18.0,2.237055253284662,19.37946502356296,0.0984679161756225,4.007333185232471,182429.46296296295,0.35185185,0.5555556
M0143,Kedai Citra,F&B,warung,retailer,Bogor,Tanah Sareal,Ya,"EDC, QRIS",2021-06-26,aktif,15452248.0,6.0,0.334882,0.0024041359341464954,0.008869770834905541,5,38.0,0.5,0.05581366666666667,71.0,4.0,15.0,3.2,1.0,0,1,1,0,10.142857142857142,3.2205288315581413,16.553265117057318,0.28884289843252103,4.276666119016055,219168.44594594595,0.3243243,0.5
M0424,Minimarket Pak Haji,Grocery,distributor,retailer,Bandung,Setiabudhi,Ya,QRIS,2024-12-30,aktif,157417781.0,3.0,0.152632,0.0009861240539900907,0.004276406812064498,10,29.0,0.6666666666666666,0.05087733333333333,49.0,14.0,8.0,5.0,2.0,0,0,1,0,12.25,2.3852005381754715,18.874413860882964,0.1420480229527516,3.912023005428146,161095.28,0.28,0.48
M0086,RM Makmur,F&B,bakery,retailer,Jakarta,Tebet,Ya,"EDC, QRIS",2024-04-11,aktif,41800491.0,6.0,0.331101,0.0023951880478092383,0.010243252081603904,5,38.0,0.8333333333333334,0.0551835,57.0,8.0,37.0,4.5,2.0,0,0,1,0,8.142857142857142,3.2169491892207844,17.548418667760643,0.28600641932891196,4.060443010546419,176932.06779661018,0.44067797,0.3898305
M0461,Minimarket Maju,Grocery,minimarket,retailer,Depok,Cimanggis,Tidak,,,,67777253.0,5.0,0.264389,0.0018908691061342998,0.005267526979095917,13,36.0,0.6,0.052877799999999996,56.0,17.0,34.0,4.3,3.0,0,1,1,0,9.333333333333334,2.991156373139615,18.0317372098967,0.23458900154293122,4.04305126783455,178091.77192982455,0.28070176,0.5964912
M0567,Komputer Pak Haji,Electronics,accessories,retailer,Tangerang,Alam Sutera,Ya,QRIS,2023-03-13,aktif,10487429.0,6.0,0.347731,0.0022808260329259984,0.009926294870827359,9,62.0,0.5,0.05795516666666667,50.0,17.0,20.0,3.1,1.0,0,0,1,0,7.142857142857143,3.170032593119629,16.16568795512269,0.2984224376802453,3.9318256327243257,171546.6862745098,0.4117647,0.4117647
M0001,Kafe Berkah,F&B,cafe,retailer,Jakarta,Kemang,Tidak,,,,102671254.0,3.0,0.169395,0.0011872555134353911,0.001323170578321133,10,29.0,0.3333333333333333,0.056464999999999994,50.0,20.0,37.0,4.8,5.0,1,0,1,0,12.5,2.5550975360405745,18.44704274282954,0.15648652105335364,3.9318256327243257,148566.73076923078,0.42307693,0.46153846
M0399,UD Sembako Anugrah,Grocery,distributor,supplier,Bekasi,Grand Galaxy,Ya,"EDC, QRIS",2019-01-09,aktif,268501786.0,2.0,0.12062900000000001,0.0010184530662662608,0.0006439765552285362,5,38.0,1.0,0.06031450000000001,44.0,6.0,69.0,4.1,1.0,1,0,1,0,14.666666666666666,2.414531632744089,19.408368127384527,0.11389013480758813,3.8066624897703196,461818.1956521739,0.10869565,0.2173913
M0030,Unknown_M0030,F&B,catering,retailer,Depok,Sawangan,Ya,EDC,2022-07-19,aktif,50499582.0,2.0,0.112977,0.0009155480272787469,0.0004075164138555581,14,48.0,0.5,0.0564885,76.0,19.0,30.0,4.3,1.0,0,0,1,0,25.333333333333332,2.318013488132374,17.737475636785753,0.10703840721016494,4.343805421853684,190856.22784810126,0.278481,0.6329114
M0258,Fashion Sumber,Fashion,accessories,retailer,Bandung,Setiabudhi,Ya,EDC,2024-05-16,aktif,34729411.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,18.0,9.0,4.2,5.0,0,0,1,0,0.0,0.0,17.363097493969388,0.0,0.0,122762.58928571429,0.25,0.625
M0328,Butik Maju,Fashion,textile,retailer,Bekasi,Kemang Pratama,Ya,QRIS,2020-01-05,aktif,133885621.0,8.0,0.448831,0.003035769274542477,0.01711568938193344,5,38.0,0.625,0.056103875,53.0,18.0,16.0,4.7,1.0,0,0,1,1,5.888888888888889,3.4454596196067158,18.712496426255125,0.3707570243763756,3.9889840465642745,726591.6727272727,0.45454547,0.4181818
M0121,Bakery Maju,F&B,restaurant,retailer,Jakarta,Thamrin,Tidak,,,,133809640.0,1.0,0.055046,0.0005760240908625222,0.0,5,38.0,1.0,0.055046,58.0,11.0,19.0,4.1,1.0,1,1,1,0,29.0,1.9110585267904716,18.71192875836897,0.053584367873229385,4.07753744390572,159291.0338983051,0.33898306,0.47457626
M0382,PT Distribusi Sejahtera,Grocery,toko_kelontong,supplier,Depok,Cinere,Ya,QRIS,2025-12-25,aktif,182176377.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,5.0,40.0,3.1,1.0,1,1,1,0,0.0,0.0,19.020485885647357,0.0,0.0,442304.1855670103,0.11340206,0.24742268
M0320,CV Konveksi Bersama,Fashion,clothing,supplier,Bogor,Cibinong,Tidak,,,,265171025.0,6.0,0.332459,0.0019948495058630385,0.010811762634266597,12,67.0,0.6666666666666666,0.05540983333333333,56.0,19.0,30.0,4.0,1.0,0,0,1,0,8.0,3.0420668088776517,19.39588555691373,0.2870261073537108,4.04305126783455,449405.73214285716,0.08928572,0.35714287
M0669,UD Oli Bang Jali,Automotive,bengkel,supplier,Bogor,Sentul,Ya,"EDC, QRIS",2020-06-21,aktif,35294021.0,5.0,0.29028600000000004,0.0016960568596682385,0.00659069755741705,5,38.0,0.4,0.058057199999999996,82.0,8.0,54.0,3.2,3.0,0,0,1,0,13.666666666666666,2.8881787214309553,17.379224159120533,0.25486389922692126,4.418840607796598,489718.0449438202,0.15730338,0.28089887
